source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
51108,0,item,Urine Volume,37397937,SNOMED,1970-01-01,2099-12-31,
50969,0,item,"Phenytoin, Percent Free",4023002,SNOMED,1970-01-01,2099-12-31,
51379,0,item,Monocytes,4194332,SNOMED,1970-01-01,2099-12-31,
51072,0,item,"Amylase, Urine",4152457,SNOMED,1970-01-01,2099-12-31,
51296,0,item,Teardrop Cells,4275183,SNOMED,1970-01-01,2099-12-31,
50960,0,item,Magnesium,4261656,SNOMED,1970-01-01,2099-12-31,
51182,0,item,CD41,4186883,SNOMED,1970-01-01,2099-12-31,
51133,0,item,Absolute Lymphocyte Count,4254663,SNOMED,1970-01-01,2099-12-31,
51254,0,item,Monocytes,4194332,SNOMED,1970-01-01,2099-12-31,
51251,0,item,Metamyelocytes,37393862,SNOMED,1970-01-01,2099-12-31,
51094,0,item,pH,4099592,SNOMED,1970-01-01,2099-12-31,
51453,0,item,Other,37394139,SNOMED,1970-01-01,2099-12-31,
50970,0,item,Phosphate,4017907,SNOMED,1970-01-01,2099-12-31,
51267,0,item,Poikilocytosis,4264538,SNOMED,1970-01-01,2099-12-31,
51008,0,item,Valproic Acid,4324133,SNOMED,1970-01-01,2099-12-31,
51114,0,item,Eosinophils,4216098,SNOMED,1970-01-01,2099-12-31,
51183,0,item,CD45,44813307,SNOMED,1970-01-01,2099-12-31,
51297,0,item,Thrombin,4322784,SNOMED,1970-01-01,2099-12-31,
51382,0,item,Polys,4097607,SNOMED,1970-01-01,2099-12-31,
51466,0,item,Blood,4246053,SNOMED,1970-01-01,2099-12-31,
50896,0,item,Calculated Thyroxine (T4) Index,37169568,SNOMED,1970-01-01,2099-12-31,
51255,0,item,Myelocytes,37393861,SNOMED,1970-01-01,2099-12-31,
51213,0,item,Fibrin Degradation Products,37393525,SNOMED,1970-01-01,2099-12-31,
50961,0,item,Methotrexate,4329022,SNOMED,1970-01-01,2099-12-31,
51184,0,item,CD5,4186884,SNOMED,1970-01-01,2099-12-31,
51262,0,item,Pencil Cells,4275183,SNOMED,1970-01-01,2099-12-31,
51073,0,item,"Amylase/Creatinine Ratio, Urine",44807367,SNOMED,1970-01-01,2099-12-31,
51134,0,item,Acanthocytes,4254663,SNOMED,1970-01-01,2099-12-31,
51306,0,item,CD11c,4250138,SNOMED,1970-01-01,2099-12-31,
51095,0,item,"Phosphate, Urine",4020559,SNOMED,1970-01-01,2099-12-31,
50981,0,item,Salicylate,4307456,SNOMED,1970-01-01,2099-12-31,
50997,0,item,Tobramycin,4191367,SNOMED,1970-01-01,2099-12-31,
51193,0,item,CD71,44807702,SNOMED,1970-01-01,2099-12-31,
51383,0,item,"RBC, Joint Fluid",4286949,SNOMED,1970-01-01,2099-12-31,
51268,0,item,Polychromasia,44793042,SNOMED,1970-01-01,2099-12-31,
51026,0,item,"Amylase, Body Fluid",4155368,SNOMED,1970-01-01,2099-12-31,
51469,0,item,Calcium Oxalate Crystals,4260887,SNOMED,1970-01-01,2099-12-31,
51307,0,item,CD13,37394377,SNOMED,1970-01-01,2099-12-31,
51229,0,item,"Heparin, LMW",4094895,SNOMED,1970-01-01,2099-12-31,
51177,0,item,CD33,4135661,SNOMED,1970-01-01,2099-12-31,
51263,0,item,Plasma Cells,4152974,SNOMED,1970-01-01,2099-12-31,
50963,0,item,NTproBNP,4119650,SNOMED,1970-01-01,2099-12-31,
50898,0,item,Cancer Antigen 27.29,40483741,SNOMED,1970-01-01,2099-12-31,
50983,0,item,Sodium,4020682,SNOMED,1970-01-01,2099-12-31,
51384,0,item,"WBC, Joint Fluid",4286949,SNOMED,1970-01-01,2099-12-31,
51015,0,item,"Lactate Dehydrogenase, CSF",37173143,SNOMED,1970-01-01,2099-12-31,
51194,0,item,"CD8 Cells, Percent",37392804,SNOMED,1970-01-01,2099-12-31,
51032,0,item,"Creatinine, Body Fluid",4155367,SNOMED,1970-01-01,2099-12-31,
51087,0,item,Length of Urine Collection,4267952,SNOMED,1970-01-01,2099-12-31,
51218,0,item,Granulocyte Count,4041973,SNOMED,1970-01-01,2099-12-31,
51309,0,item,CD14,4196845,SNOMED,1970-01-01,2099-12-31,
51230,0,item,HLA-DR,4327469,SNOMED,1970-01-01,2099-12-31,
51474,0,item,Eosinophils,4216098,SNOMED,1970-01-01,2099-12-31,
50998,0,item,Transferrin,4235029,SNOMED,1970-01-01,2099-12-31,
51178,0,item,CD34,4193720,SNOMED,1970-01-01,2099-12-31,
50908,0,item,CK-MB Index,37172747,SNOMED,1970-01-01,2099-12-31,
51264,0,item,Platelet Clumps,4047066,SNOMED,1970-01-01,2099-12-31,
51028,0,item,"Bilirubin, Total, Body Fluid",4151547,SNOMED,1970-01-01,2099-12-31,
50986,0,item,tacroFK,4022511,SNOMED,1970-01-01,2099-12-31,
51310,0,item,CD15,44805334,SNOMED,1970-01-01,2099-12-31,
50964,0,item,"Osmolality, Measured",4237146,SNOMED,1970-01-01,2099-12-31,
51017,0,item,"PEP, CSF",4222478,SNOMED,1970-01-01,2099-12-31,
51385,0,item,Atypical Lymphocytes,4313853,SNOMED,1970-01-01,2099-12-31,
51090,0,item,"Methadone, Urine",4154346,SNOMED,1970-01-01,2099-12-31,
50909,0,item,Cortisol,4265057,SNOMED,1970-01-01,2099-12-31,
51034,0,item,"Glucose, Body Fluid",4151548,SNOMED,1970-01-01,2099-12-31,
51196,0,item,D-Dimer,37393605,SNOMED,1970-01-01,2099-12-31,
51219,0,item,H/O Smear,4027143,SNOMED,1970-01-01,2099-12-31,
51180,0,item,"CD4 Cells, Percent",4210858,SNOMED,1970-01-01,2099-12-31,
51232,0,item,Hypersegmented Neutrophils,4015165,SNOMED,1970-01-01,2099-12-31,
50999,0,item,Tricyclic Antidepressant Screen,4259562,SNOMED,1970-01-01,2099-12-31,
51302,0,item,Young Cells,4095479,SNOMED,1970-01-01,2099-12-31,
50988,0,item,Testosterone,4020107,SNOMED,1970-01-01,2099-12-31,
51214,0,item,"Fibrinogen, Functional",4287768,SNOMED,1970-01-01,2099-12-31,
51091,0,item,"Myoglobin, Urine",4136993,SNOMED,1970-01-01,2099-12-31,
51476,0,item,Epithelial Cells,4215717,SNOMED,1970-01-01,2099-12-31,
51188,0,item,CD56,44805111,SNOMED,1970-01-01,2099-12-31,
51030,0,item,"Chloride, Body Fluid",4018188,SNOMED,1970-01-01,2099-12-31,
51221,0,item,Hematocrit,4151358,SNOMED,1970-01-01,2099-12-31,
51362,0,item,"RBC, CSF",4286949,SNOMED,1970-01-01,2099-12-31,
51197,0,item,Elliptocytes,4190448,SNOMED,1970-01-01,2099-12-31,
51035,0,item,"LD, Body Fluid",4241221,SNOMED,1970-01-01,2099-12-31,
50965,0,item,Parathyroid Hormone,4141751,SNOMED,1970-01-01,2099-12-31,
51147,0,item,Bite Cells,4275183,SNOMED,1970-01-01,2099-12-31,
51018,0,item,"Total Protein, CSF",4222478,SNOMED,1970-01-01,2099-12-31,
50910,0,item,Creatine Kinase (CK),4161804,SNOMED,1970-01-01,2099-12-31,
51191,0,item,CD64,4211634,SNOMED,1970-01-01,2099-12-31,
51303,0,item,CD10,4310187,SNOMED,1970-01-01,2099-12-31,
51000,0,item,Triglycerides,4267671,SNOMED,1970-01-01,2099-12-31,
51222,0,item,Hemoglobin,4094758,SNOMED,1970-01-01,2099-12-31,
51305,0,item,CD117,44805120,SNOMED,1970-01-01,2099-12-31,
50976,0,item,"Protein, Total",4119650,SNOMED,1970-01-01,2099-12-31,
51192,0,item,CD7,44807702,SNOMED,1970-01-01,2099-12-31,
51092,0,item,"Opiate Screen, Urine",44806422,SNOMED,1970-01-01,2099-12-31,
51363,0,item,"WBC, CSF",4222478,SNOMED,1970-01-01,2099-12-31,
51233,0,item,Hypochromia,4215550,SNOMED,1970-01-01,2099-12-31,
51148,0,item,Blasts,37174464,SNOMED,1970-01-01,2099-12-31,
51216,0,item,Fragmented Cells,4013020,SNOMED,1970-01-01,2099-12-31,
51462,0,item,Amorphous Crystals,4193291,SNOMED,1970-01-01,2099-12-31,
51041,0,item,"Potassium, Body Fluid",4092498,SNOMED,1970-01-01,2099-12-31,
50966,0,item,Phenobarbital,4022502,SNOMED,1970-01-01,2099-12-31,
51009,0,item,Vancomycin,4286674,SNOMED,1970-01-01,2099-12-31,
51025,0,item,"Albumin, Body Fluid",4241221,SNOMED,1970-01-01,2099-12-31,
50993,0,item,Thyroid Stimulating Hormone,4246879,SNOMED,1970-01-01,2099-12-31,
50952,0,item,Iron,4171829,SNOMED,1970-01-01,2099-12-31,
50911,0,item,"Creatine Kinase, MB Isoenzyme",4017058,SNOMED,1970-01-01,2099-12-31,
50978,0,item,Rapamycin,4191367,SNOMED,1970-01-01,2099-12-31,
51512,0,item,Urine Mucous,4152997,SNOMED,1970-01-01,2099-12-31,
51079,0,item,"Cocaine, Urine",4153114,SNOMED,1970-01-01,2099-12-31,
51234,0,item,Immunophenotyping,4214425,SNOMED,1970-01-01,2099-12-31,
51463,0,item,Bacteria,4017280,SNOMED,1970-01-01,2099-12-31,
51283,0,item,"Reticulocyte Count, Automated",4263581,SNOMED,1970-01-01,2099-12-31,
51217,0,item,Glyco A,4006528,SNOMED,1970-01-01,2099-12-31,
51369,0,item,"Hematocrit, Joint Fluid",4151358,SNOMED,1970-01-01,2099-12-31,
51335,0,item,FMC-7,4208529,SNOMED,1970-01-01,2099-12-31,
50967,0,item,Phenytoin,4269835,SNOMED,1970-01-01,2099-12-31,
51150,0,item,Blood Parasite Smear,37171352,SNOMED,1970-01-01,2099-12-31,
51321,0,item,CD34,4193720,SNOMED,1970-01-01,2099-12-31,
51010,0,item,Vitamin B12,4276285,SNOMED,1970-01-01,2099-12-31,
51491,0,item,pH,4099592,SNOMED,1970-01-01,2099-12-31,
50994,0,item,Thyroxine (T4),37169568,SNOMED,1970-01-01,2099-12-31,
51464,0,item,Bilirubin,4230546,SNOMED,1970-01-01,2099-12-31,
50904,0,item,"Cholesterol, HDL",4042059,SNOMED,1970-01-01,2099-12-31,
51082,0,item,"Creatinine, Urine",4150621,SNOMED,1970-01-01,2099-12-31,
51235,0,item,Inhibitor Screen,4233067,SNOMED,1970-01-01,2099-12-31,
51336,0,item,Glyco A,4006528,SNOMED,1970-01-01,2099-12-31,
51323,0,item,CD4,44813307,SNOMED,1970-01-01,2099-12-31,
50953,0,item,"Iron Binding Capacity, Total",4235028,SNOMED,1970-01-01,2099-12-31,
51492,0,item,Protein,4119650,SNOMED,1970-01-01,2099-12-31,
51151,0,item,Burr Cells,4275183,SNOMED,1970-01-01,2099-12-31,
51284,0,item,"Reticulocyte Count, Manual",4014495,SNOMED,1970-01-01,2099-12-31,
51014,0,item,"Glucose, CSF",4286945,SNOMED,1970-01-01,2099-12-31,
51434,0,item,Other Cell,4089815,SNOMED,1970-01-01,2099-12-31,
50979,0,item,Red Top Hold,4098358,SNOMED,1970-01-01,2099-12-31,
51373,0,item,"Joint Crystals, Number",4193291,SNOMED,1970-01-01,2099-12-31,
51513,0,item,Urine Specimen Type,37394449,SNOMED,1970-01-01,2099-12-31,
51324,0,item,CD41,4186883,SNOMED,1970-01-01,2099-12-31,
51337,0,item,HLA-DR,4327469,SNOMED,1970-01-01,2099-12-31,
50995,0,item,"Thyroxine (T4), Free",37169568,SNOMED,1970-01-01,2099-12-31,
51152,0,item,CD10,4310187,SNOMED,1970-01-01,2099-12-31,
51523,0,item,GR HOLD,4098358,SNOMED,1970-01-01,2099-12-31,
51313,0,item,CD19,4252065,SNOMED,1970-01-01,2099-12-31,
50905,0,item,"Cholesterol, LDL, Calculated",4191837,SNOMED,1970-01-01,2099-12-31,
51436,0,item,Polys,4097607,SNOMED,1970-01-01,2099-12-31,
51493,0,item,RBC,4030871,SNOMED,1970-01-01,2099-12-31,
51287,0,item,Schistocytes,37208985,SNOMED,1970-01-01,2099-12-31,
51325,0,item,CD45,44813307,SNOMED,1970-01-01,2099-12-31,
51154,0,item,CD117,44805120,SNOMED,1970-01-01,2099-12-31,
51276,0,item,Quantitative G6PD,4017760,SNOMED,1970-01-01,2099-12-31,
51355,0,item,Monocytes,4194332,SNOMED,1970-01-01,2099-12-31,
51314,0,item,CD2,44804904,SNOMED,1970-01-01,2099-12-31,
50954,0,item,Lactate Dehydrogenase (LD),4012918,SNOMED,1970-01-01,2099-12-31,
51514,0,item,Urobilinogen,4283360,SNOMED,1970-01-01,2099-12-31,
51086,0,item,"Immunofixation, Urine",4098368,SNOMED,1970-01-01,2099-12-31,
51326,0,item,CD5,4186884,SNOMED,1970-01-01,2099-12-31,
51338,0,item,Immunophenotyping,4214425,SNOMED,1970-01-01,2099-12-31,
51155,0,item,CD11c,4250138,SNOMED,1970-01-01,2099-12-31,
51236,0,item,Inpatient Hematology/Oncology Smear,4090979,SNOMED,1970-01-01,2099-12-31,
51517,0,item,WBC Casts,4298431,SNOMED,1970-01-01,2099-12-31,
51315,0,item,CD20,46286314,SNOMED,1970-01-01,2099-12-31,
51277,0,item,RDW,4281085,SNOMED,1970-01-01,2099-12-31,
51328,0,item,CD56,44805111,SNOMED,1970-01-01,2099-12-31,
50907,0,item,"Cholesterol, Total",4260765,SNOMED,1970-01-01,2099-12-31,
51438,0,item,"RBC, Other Fluid",4286949,SNOMED,1970-01-01,2099-12-31,
51516,0,item,WBC,4298431,SNOMED,1970-01-01,2099-12-31,
51332,0,item,CD7,44807702,SNOMED,1970-01-01,2099-12-31,
51331,0,item,CD64,4211634,SNOMED,1970-01-01,2099-12-31,
51288,0,item,Sedimentation Rate,4014496,SNOMED,1970-01-01,2099-12-31,
51317,0,item,CD23,4135653,SNOMED,1970-01-01,2099-12-31,
51358,0,item,Other,37394139,SNOMED,1970-01-01,2099-12-31,
51497,0,item,Renal Epithelial Cells,4215717,SNOMED,1970-01-01,2099-12-31,
51052,0,item,"Creatinine, Pleural",4275203,SNOMED,1970-01-01,2099-12-31,
50955,0,item,Light Green Top Hold,44806979,SNOMED,1970-01-01,2099-12-31,
51333,0,item,CD71,44807702,SNOMED,1970-01-01,2099-12-31,
51518,0,item,WBC Clumps,4298431,SNOMED,1970-01-01,2099-12-31,
51529,0,item,Estimated Actual Glucose,37398152,SNOMED,1970-01-01,2099-12-31,
50885,0,item,"Bilirubin, Total",4230543,SNOMED,1970-01-01,2099-12-31,
51136,0,item,Alpha Antiplasmin,37398587,SNOMED,1970-01-01,2099-12-31,
51439,0,item,"WBC, Other Fluid",4286949,SNOMED,1970-01-01,2099-12-31,
51484,0,item,Ketone,4097748,SNOMED,1970-01-01,2099-12-31,
51506,0,item,Urine Appearance,4143063,SNOMED,1970-01-01,2099-12-31,
51334,0,item,CD8,44807257,SNOMED,1970-01-01,2099-12-31,
51319,0,item,CD3,4188842,SNOMED,1970-01-01,2099-12-31,
51342,0,item,Wright Giemsa,44809500,SNOMED,1970-01-01,2099-12-31,
51278,0,item,Red Blood Cell Fragments,4121317,SNOMED,1970-01-01,2099-12-31,
51360,0,item,Polys,4097607,SNOMED,1970-01-01,2099-12-31,
51289,0,item,Serum Viscosity,4193621,SNOMED,1970-01-01,2099-12-31,
51533,0,item,WBCP,4298431,SNOMED,1970-01-01,2099-12-31,
50956,0,item,Lipase,4092939,SNOMED,1970-01-01,2099-12-31,
51412,0,item,CD5,4186884,SNOMED,1970-01-01,2099-12-31,
51053,0,item,"Glucose, Pleural",40485040,SNOMED,1970-01-01,2099-12-31,
51400,0,item,CD20,46286314,SNOMED,1970-01-01,2099-12-31,
51444,0,item,Eosinophils,4216098,SNOMED,1970-01-01,2099-12-31,
51320,0,item,CD33,4135661,SNOMED,1970-01-01,2099-12-31,
51498,0,item,Specific Gravity,4175470,SNOMED,1970-01-01,2099-12-31,
51486,0,item,Leukocytes,4190448,SNOMED,1970-01-01,2099-12-31,
51519,0,item,Yeast,4189067,SNOMED,1970-01-01,2099-12-31,
51137,0,item,Anisocytosis,4264538,SNOMED,1970-01-01,2099-12-31,
51416,0,item,CD7,44807702,SNOMED,1970-01-01,2099-12-31,
51347,0,item,Eosinophils,4216098,SNOMED,1970-01-01,2099-12-31,
51279,0,item,Red Blood Cells,4121317,SNOMED,1970-01-01,2099-12-31,
50887,0,item,Blue Top Hold,37393625,SNOMED,1970-01-01,2099-12-31,
51402,0,item,CD23,4135653,SNOMED,1970-01-01,2099-12-31,
51507,0,item,"Urine Casts, Other",4055838,SNOMED,1970-01-01,2099-12-31,
51537,0,item,TDT,4038341,SNOMED,1970-01-01,2099-12-31,
51446,0,item,Lymphocytes,4254663,SNOMED,1970-01-01,2099-12-31,
51478,0,item,Glucose,4275336,SNOMED,1970-01-01,2099-12-31,
51487,0,item,Nitrite,4065777,SNOMED,1970-01-01,2099-12-31,
50958,0,item,Luteinizing Hormone,4287388,SNOMED,1970-01-01,2099-12-31,
51351,0,item,Lymphs,4299327,SNOMED,1970-01-01,2099-12-31,
51290,0,item,Sickle Cell Preparation,4031029,SNOMED,1970-01-01,2099-12-31,
51419,0,item,Eosinophils,4216098,SNOMED,1970-01-01,2099-12-31,
51143,0,item,Atypical Lymphocytes,4313853,SNOMED,1970-01-01,2099-12-31,
51339,0,item,Iron Stain,4139485,SNOMED,1970-01-01,2099-12-31,
51404,0,item,CD3,4188842,SNOMED,1970-01-01,2099-12-31,
51269,0,item,Promyelocytes,37393860,SNOMED,1970-01-01,2099-12-31,
51054,0,item,"Lactate Dehydrogenase, Pleural",4135658,SNOMED,1970-01-01,2099-12-31,
51425,0,item,Kappa,37311095,SNOMED,1970-01-01,2099-12-31,
51508,0,item,Urine Color,4328657,SNOMED,1970-01-01,2099-12-31,
51420,0,item,FMC-7,4208529,SNOMED,1970-01-01,2099-12-31,
51411,0,item,CD45,44813307,SNOMED,1970-01-01,2099-12-31,
51274,0,item,PT,4245261,SNOMED,1970-01-01,2099-12-31,
51501,0,item,Transitional Epithelial Cells,4215717,SNOMED,1970-01-01,2099-12-31,
50889,0,item,C-Reactive Protein,4208414,SNOMED,1970-01-01,2099-12-31,
51340,0,item,Kappa,37311095,SNOMED,1970-01-01,2099-12-31,
51479,0,item,Granular Casts,4055838,SNOMED,1970-01-01,2099-12-31,
51447,0,item,Macrophages,4041974,SNOMED,1970-01-01,2099-12-31,
51042,0,item,"Sodium, Body Fluid",4241221,SNOMED,1970-01-01,2099-12-31,
51292,0,item,Spherocytes,4190448,SNOMED,1970-01-01,2099-12-31,
51144,0,item,Bands,4158197,SNOMED,1970-01-01,2099-12-31,
51352,0,item,Macrophage,4041974,SNOMED,1970-01-01,2099-12-31,
51388,0,item,CD10,4310187,SNOMED,1970-01-01,2099-12-31,
51426,0,item,Lambda,37174402,SNOMED,1970-01-01,2099-12-31,
51275,0,item,PTT,4307179,SNOMED,1970-01-01,2099-12-31,
51489,0,item,NonSquamous Epithelial Cell,4215717,SNOMED,1970-01-01,2099-12-31,
51398,0,item,CD19,4252065,SNOMED,1970-01-01,2099-12-31,
51059,0,item,"Total Protein, Pleural",4119650,SNOMED,1970-01-01,2099-12-31,
50890,0,item,C3,4195474,SNOMED,1970-01-01,2099-12-31,
51341,0,item,Lambda,37174402,SNOMED,1970-01-01,2099-12-31,
50842,0,item,"Glucose, Ascites",4131376,SNOMED,1970-01-01,2099-12-31,
51482,0,item,Hyaline Casts,37394778,SNOMED,1970-01-01,2099-12-31,
51505,0,item,Uric Acid Crystals,4193291,SNOMED,1970-01-01,2099-12-31,
51422,0,item,"Hematocrit, Other Fluid",4151358,SNOMED,1970-01-01,2099-12-31,
50817,0,item,Oxygen Saturation,40483579,SNOMED,1970-01-01,2099-12-31,
51043,0,item,"Total Protein, Body Fluid",4222478,SNOMED,1970-01-01,2099-12-31,
51427,0,item,Lymphocytes,4254663,SNOMED,1970-01-01,2099-12-31,
51399,0,item,CD2,44804904,SNOMED,1970-01-01,2099-12-31,
50879,0,item,Barbiturate Screen,4091289,SNOMED,1970-01-01,2099-12-31,
50867,0,item,Amylase,4152457,SNOMED,1970-01-01,2099-12-31,
51145,0,item,Basophilic Stippling,314617,SNOMED,1970-01-01,2099-12-31,
50862,0,item,Albumin,4017497,SNOMED,1970-01-01,2099-12-31,
50939,0,item,"Hepatitis B Core Antibody, IgM",4338222,SNOMED,1970-01-01,2099-12-31,
51423,0,item,HLA-DR,4327469,SNOMED,1970-01-01,2099-12-31,
50818,0,item,pCO2,4097882,SNOMED,1970-01-01,2099-12-31,
