source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
392,0,icd_9,Injection of other agent into spinal canal,4197238,SNOMED,1970-01-01,2099-12-31,
7865,0,icd_9,"Removal of implanted devices from bone, femur",46270997,SNOMED,1970-01-01,2099-12-31,
5059,0,icd_9,Other transplant of liver,4076862,SNOMED,1970-01-01,2099-12-31,
9604,0,icd_9,Insertion of endotracheal tube,4013354,SNOMED,1970-01-01,2099-12-31,
9925,0,icd_9,Injection or infusion of cancer chemotherapeutic substance,4177374,SNOMED,1970-01-01,2099-12-31,
3771,0,icd_9,Initial insertion of transvenous lead [electrode] into ventricle,4338670,SNOMED,1970-01-01,2099-12-31,
9705,0,icd_9,Replacement of stent (tube) in biliary or pancreatic duct,4270200,SNOMED,1970-01-01,2099-12-31,
46,0,icd_9,Insertion of two vascular stents,4181955,SNOMED,1970-01-01,2099-12-31,
8960,0,icd_9,Continuous intra-arterial blood gas monitoring,4108704,SNOMED,1970-01-01,2099-12-31,
5551,0,icd_9,Nephroureterectomy,4022807,SNOMED,1970-01-01,2099-12-31,
8162,0,icd_9,Fusion or refusion of 2-3 vertebrae,4145752,SNOMED,1970-01-01,2099-12-31,
93,0,icd_9,Transplant from cadaver,4021107,SNOMED,1970-01-01,2099-12-31,
4685,0,icd_9,Dilation of intestine,4053822,SNOMED,1970-01-01,2099-12-31,
403,0,icd_9,Regional lymph node excision,4064257,SNOMED,1970-01-01,2099-12-31,
4252,0,icd_9,Intrathoracic esophagogastrostomy,4203164,SNOMED,1970-01-01,2099-12-31,
9671,0,icd_9,Continuous invasive mechanical ventilation for less than 96 consecutive hours,37158404,SNOMED,1970-01-01,2099-12-31,
8849,0,icd_9,Arteriography of other specified sites,4346631,SNOMED,1970-01-01,2099-12-31,
9229,0,icd_9,Other radiotherapeutic procedure,4172515,SNOMED,1970-01-01,2099-12-31,
8607,0,icd_9,Insertion of totally implantable vascular access device [VAD],4197894,SNOMED,1970-01-01,2099-12-31,
5732,0,icd_9,Other cystoscopy,40299999,SNOMED,1970-01-01,2099-12-31,
9749,0,icd_9,Removal of other device from thorax,4148769,SNOMED,1970-01-01,2099-12-31,
9920,0,icd_9,Injection or infusion of platelet inhibitor,4187523,SNOMED,1970-01-01,2099-12-31,
852,0,icd_9,Blepharorrhaphy,4302979,SNOMED,1970-01-01,2099-12-31,
46,0,icd_9,Transposition of cranial and peripheral nerves,4230644,SNOMED,1970-01-01,2099-12-31,
4823,0,icd_9,Rigid proctosigmoidoscopy,4045438,SNOMED,1970-01-01,2099-12-31,
8853,0,icd_9,Angiocardiography of left heart structures,4205879,SNOMED,1970-01-01,2099-12-31,
7905,0,icd_9,"Closed reduction of fracture without internal fixation, femur",4297166,SNOMED,1970-01-01,2099-12-31,
47,0,icd_9,Insertion of three vascular stents,4181955,SNOMED,1970-01-01,2099-12-31,
4011,0,icd_9,Biopsy of lymphatic structure,4233827,SNOMED,1970-01-01,2099-12-31,
9344,0,icd_9,Other skeletal traction,4290250,SNOMED,1970-01-01,2099-12-31,
9904,0,icd_9,Transfusion of packed cells,4323715,SNOMED,1970-01-01,2099-12-31,
8852,0,icd_9,Angiocardiography of right heart structures,4197401,SNOMED,1970-01-01,2099-12-31,
5412,0,icd_9,Reopening of recent laparotomy site,4186458,SNOMED,1970-01-01,2099-12-31,
3772,0,icd_9,Initial insertion of transvenous leads [electrodes] into atrium and ventricle,4338670,SNOMED,1970-01-01,2099-12-31,
7935,0,icd_9,"Open reduction of fracture with internal fixation, femur",4211987,SNOMED,1970-01-01,2099-12-31,
5151,0,icd_9,Exploration of common duct,4197068,SNOMED,1970-01-01,2099-12-31,
9960,0,icd_9,"Cardiopulmonary resuscitation, not otherwise specified",4232320,SNOMED,1970-01-01,2099-12-31,
4131,0,icd_9,Biopsy of bone marrow,4029787,SNOMED,1970-01-01,2099-12-31,
5795,0,icd_9,Replacement of indwelling urinary catheter,40492374,SNOMED,1970-01-01,2099-12-31,
403,0,icd_9,Division or crushing of other cranial and peripheral nerves,4246464,SNOMED,1970-01-01,2099-12-31,
9672,0,icd_9,Continuous invasive mechanical ventilation for 96 consecutive hours or more,37158404,SNOMED,1970-01-01,2099-12-31,
66,0,icd_9,Excision of lingual thyroid,4200095,SNOMED,1970-01-01,2099-12-31,
8856,0,icd_9,Coronary arteriography using two catheters,4171675,SNOMED,1970-01-01,2099-12-31,
45,0,icd_9,Insertion of one vascular stent,4181955,SNOMED,1970-01-01,2099-12-31,
8964,0,icd_9,Pulmonary artery wedge monitoring,4027251,SNOMED,1970-01-01,2099-12-31,
331,0,icd_9,Spinal tap,4080549,SNOMED,1970-01-01,2099-12-31,
9723,0,icd_9,Replacement of tracheostomy tube,4331311,SNOMED,1970-01-01,2099-12-31,
5491,0,icd_9,Percutaneous abdominal drainage,604279,SNOMED,1970-01-01,2099-12-31,
8101,0,icd_9,Atlas-axis spinal fusion,4041351,SNOMED,1970-01-01,2099-12-31,
8848,0,icd_9,Arteriography of femoral and other lower extremity arteries,4182725,SNOMED,1970-01-01,2099-12-31,
4432,0,icd_9,Percutaneous [endoscopic] gastrojejunostomy,4171187,SNOMED,1970-01-01,2099-12-31,
4524,0,icd_9,Flexible sigmoidoscopy,4196378,SNOMED,1970-01-01,2099-12-31,
7931,0,icd_9,"Open reduction of fracture with internal fixation, humerus",4290320,SNOMED,1970-01-01,2099-12-31,
9962,0,icd_9,Other electric countershock of heart,4083499,SNOMED,1970-01-01,2099-12-31,
3723,0,icd_9,Combined right and left heart cardiac catheterization,4148375,SNOMED,1970-01-01,2099-12-31,
5187,0,icd_9,Endoscopic insertion of stent (tube) into bile duct,46271144,SNOMED,1970-01-01,2099-12-31,
353,0,icd_9,Repair of vertebral fracture,4272345,SNOMED,1970-01-01,2099-12-31,
9605,0,icd_9,Other intubation of respiratory tract,40487536,SNOMED,1970-01-01,2099-12-31,
4582,0,icd_9,Open total intra-abdominal colectomy,4032111,SNOMED,1970-01-01,2099-12-31,
7869,0,icd_9,"Removal of implanted devices from bone, other bones",46270997,SNOMED,1970-01-01,2099-12-31,
159,0,icd_9,Other excision or destruction of lesion or tissue of brain,37169827,SNOMED,1970-01-01,2099-12-31,
14,0,icd_9,Injection or infusion of oxazolidinone class of antibiotics,4336314,SNOMED,1970-01-01,2099-12-31,
12,0,icd_9,Administration of inhaled nitric oxide,4215993,SNOMED,1970-01-01,2099-12-31,
9909,0,icd_9,Transfusion of other substance,4182536,SNOMED,1970-01-01,2099-12-31,
3329,0,icd_9,Other diagnostic procedures on lung or bronchus,4116903,SNOMED,1970-01-01,2099-12-31,
8753,0,icd_9,Intraoperative cholangiogram,4270640,SNOMED,1970-01-01,2099-12-31,
370,0,icd_9,Pericardiocentesis,4149930,SNOMED,1970-01-01,2099-12-31,
4439,0,icd_9,Other gastroenterostomy without gastrectomy,4087760,SNOMED,1970-01-01,2099-12-31,
4613,0,icd_9,Permanent colostomy,4224467,SNOMED,1970-01-01,2099-12-31,
4525,0,icd_9,Closed [endoscopic] biopsy of large intestine,4198057,SNOMED,1970-01-01,2099-12-31,
5061,0,icd_9,Closure of laceration of liver,4220378,SNOMED,1970-01-01,2099-12-31,
8754,0,icd_9,Other cholangiogram,4151838,SNOMED,1970-01-01,2099-12-31,
3391,0,icd_9,Bronchial dilation,4223228,SNOMED,1970-01-01,2099-12-31,
9626,0,icd_9,Manual reduction of rectal prolapse,4195632,SNOMED,1970-01-01,2099-12-31,
311,0,icd_9,Temporary tracheostomy,4195473,SNOMED,1970-01-01,2099-12-31,
5110,0,icd_9,Endoscopic retrograde cholangiopancreatography [ERCP],4304943,SNOMED,1970-01-01,2099-12-31,
3726,0,icd_9,Catheter based invasive electrophysiologic testing,4091142,SNOMED,1970-01-01,2099-12-31,
4639,0,icd_9,Other enterostomy,4314436,SNOMED,1970-01-01,2099-12-31,
17,0,icd_9,Infusion of vasopressor agent,4269838,SNOMED,1970-01-01,2099-12-31,
5198,0,icd_9,Other percutaneous procedures on biliary tract,4042478,SNOMED,1970-01-01,2099-12-31,
13,0,icd_9,Injection or infusion of nesiritide,4269838,SNOMED,1970-01-01,2099-12-31,
159,0,icd_9,Other operations on extraocular muscles and tendons,4319895,SNOMED,1970-01-01,2099-12-31,
9929,0,icd_9,Injection or infusion of other therapeutic or prophylactic substance,4177374,SNOMED,1970-01-01,2099-12-31,
9910,0,icd_9,Injection or infusion of thrombolytic agent,4239512,SNOMED,1970-01-01,2099-12-31,
5122,0,icd_9,Cholecystectomy,4242997,SNOMED,1970-01-01,2099-12-31,
9905,0,icd_9,Transfusion of platelets,4035234,SNOMED,1970-01-01,2099-12-31,
331,0,icd_9,Incision of lung,4163667,SNOMED,1970-01-01,2099-12-31,
4542,0,icd_9,Endoscopic polypectomy of large intestine,4103380,SNOMED,1970-01-01,2099-12-31,
3891,0,icd_9,Arterial catheterization,4213288,SNOMED,1970-01-01,2099-12-31,
4623,0,icd_9,Other permanent ileostomy,4279534,SNOMED,1970-01-01,2099-12-31,
3324,0,icd_9,Closed [endoscopic] biopsy of bronchus,4208075,SNOMED,1970-01-01,2099-12-31,
8841,0,icd_9,Arteriography of cerebral arteries,4138836,SNOMED,1970-01-01,2099-12-31,
40,0,icd_9,Procedure on single vessel,4040551,SNOMED,1970-01-01,2099-12-31,
4443,0,icd_9,Endoscopic control of gastric or duodenal bleeding,4098729,SNOMED,1970-01-01,2099-12-31,
131,0,icd_9,Incision of cerebral meninges,4217443,SNOMED,1970-01-01,2099-12-31,
4513,0,icd_9,Other endoscopy of small intestine,40489881,SNOMED,1970-01-01,2099-12-31,
4674,0,icd_9,"Closure of fistula of small intestine, except duodenum",4109007,SNOMED,1970-01-01,2099-12-31,
243,0,icd_9,Removal of ventricular shunt,4126658,SNOMED,1970-01-01,2099-12-31,
9907,0,icd_9,Transfusion of other serum,4171772,SNOMED,1970-01-01,2099-12-31,
3612,0,icd_9,(Aorto)coronary bypass of two coronary arteries,4234990,SNOMED,1970-01-01,2099-12-31,
4319,0,icd_9,Other gastrostomy,4204677,SNOMED,1970-01-01,2099-12-31,
3961,0,icd_9,Extracorporeal circulation auxiliary to open heart surgery,4080965,SNOMED,1970-01-01,2099-12-31,
3721,0,icd_9,Right heart cardiac catheterization,4223626,SNOMED,1970-01-01,2099-12-31,
3893,0,icd_9,"Venous catheterization, not elsewhere classified",4214115,SNOMED,1970-01-01,2099-12-31,
3406,0,icd_9,Thoracoscopic drainage of pleural cavity,4083066,SNOMED,1970-01-01,2099-12-31,
9915,0,icd_9,Parenteral infusion of concentrated nutritional substances,4178423,SNOMED,1970-01-01,2099-12-31,
3783,0,icd_9,Initial insertion of dual-chamber device,4243335,SNOMED,1970-01-01,2099-12-31,
8659,0,icd_9,Closure of skin and subcutaneous tissue of other sites,1242750,SNOMED,1970-01-01,2099-12-31,
4516,0,icd_9,Esophagogastroduodenoscopy [EGD] with closed biopsy,40485932,SNOMED,1970-01-01,2099-12-31,
118,0,icd_9,Other diagnostic procedures on brain and cerebral meninges,4040712,SNOMED,1970-01-01,2099-12-31,
4399,0,icd_9,Other total gastrectomy,4131021,SNOMED,1970-01-01,2099-12-31,
151,0,icd_9,Excision of lesion or tissue of cerebral meninges,4243455,SNOMED,1970-01-01,2099-12-31,
3422,0,icd_9,Mediastinoscopy,4128302,SNOMED,1970-01-01,2099-12-31,
3523,0,icd_9,Open and other replacement of mitral valve with tissue graft,4173712,SNOMED,1970-01-01,2099-12-31,
8721,0,icd_9,Contrast myelogram,4082699,SNOMED,1970-01-01,2099-12-31,
3722,0,icd_9,Left heart cardiac catheterization,4195852,SNOMED,1970-01-01,2099-12-31,
3942,0,icd_9,Revision of arteriovenous shunt for renal dialysis,4026915,SNOMED,1970-01-01,2099-12-31,
3897,0,icd_9,Central venous catheter placement with guidance,4328008,SNOMED,1970-01-01,2099-12-31,
3615,0,icd_9,Single internal mammary-coronary artery bypass,4233420,SNOMED,1970-01-01,2099-12-31,
3818,0,icd_9,"Endarterectomy, lower limb arteries",4225375,SNOMED,1970-01-01,2099-12-31,
3491,0,icd_9,Thoracentesis,4240305,SNOMED,1970-01-01,2099-12-31,
3895,0,icd_9,Venous catheterization for renal dialysis,4289454,SNOMED,1970-01-01,2099-12-31,
3142,0,icd_9,Laryngoscopy and other tracheoscopy,4103523,SNOMED,1970-01-01,2099-12-31,
3712,0,icd_9,Pericardiotomy,4030257,SNOMED,1970-01-01,2099-12-31,
3974,0,icd_9,Endovascular removal of obstruction from head and neck vessel(s),46270871,SNOMED,1970-01-01,2099-12-31,
3932,0,icd_9,Suture of vein,4274038,SNOMED,1970-01-01,2099-12-31,
4311,0,icd_9,Percutaneous [endoscopic] gastrostomy [PEG],4122234,SNOMED,1970-01-01,2099-12-31,
3781,0,icd_9,"Initial insertion of single-chamber device, not specified as rate responsive",4183537,SNOMED,1970-01-01,2099-12-31,
3322,0,icd_9,Fiber-optic bronchoscopy,4311817,SNOMED,1970-01-01,2099-12-31,
3949,0,icd_9,Other revision of vascular procedure,4300713,SNOMED,1970-01-01,2099-12-31,
3492,0,icd_9,Injection into thoracic cavity,4217464,SNOMED,1970-01-01,2099-12-31,
3404,0,icd_9,Insertion of intercostal catheter for drainage,4141919,SNOMED,1970-01-01,2099-12-31,
3990,0,icd_9,Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s),44789455,SNOMED,1970-01-01,2099-12-31,
3979,0,icd_9,Other endovascular procedures on other vessels,37153627,SNOMED,1970-01-01,2099-12-31,
3323,0,icd_9,Other bronchoscopy,4032404,SNOMED,1970-01-01,2099-12-31,
3606,0,icd_9,Insertion of non-drug-eluting coronary artery stent(s),44789455,SNOMED,1970-01-01,2099-12-31,
966,0,icd_9,Enteral infusion of concentrated nutritional substances,4178423,SNOMED,1970-01-01,2099-12-31,
3995,0,icd_9,Hemodialysis,4120120,SNOMED,1970-01-01,2099-12-31,
3950,0,icd_9,Angioplasty of other non-coronary vessel(s),4184832,SNOMED,1970-01-01,2099-12-31,
3129,0,icd_9,Other permanent tracheostomy,4065590,SNOMED,1970-01-01,2099-12-31,
3607,0,icd_9,Insertion of drug-eluting coronary artery stent(s),44789455,SNOMED,1970-01-01,2099-12-31,
