source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
37410,0,icd_9,"Ectropion, unspecified",376132,SNOMED,1970-01-01,2099-12-31,
V1272,0,icd_9,Personal history of colonic polyps,4285898,SNOMED,1970-01-01,2099-12-31,
V5413,0,icd_9,Aftercare for healing traumatic fracture of hip,604687,SNOMED,1970-01-01,2099-12-31,
E9394,0,icd_9,Benzodiazepine-based tranquilizers causing adverse effects in therapeutic use,434819,SNOMED,1970-01-01,2099-12-31,
V1079,0,icd_9,Personal history of other lymphatic and hematopoietic neoplasms,4147164,SNOMED,1970-01-01,2099-12-31,
71589,0,icd_9,"Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, multiple sites",76194,SNOMED,1970-01-01,2099-12-31,
99731,0,icd_9,Ventilator associated pneumonia,259992,SNOMED,1970-01-01,2099-12-31,
34401,0,icd_9,"Quadriplegia, C1-C4, complete",40480416,SNOMED,1970-01-01,2099-12-31,
2752,0,icd_9,Disorders of magnesium metabolism,438725,SNOMED,1970-01-01,2099-12-31,
37950,0,icd_9,"Nystagmus, unspecified",378165,SNOMED,1970-01-01,2099-12-31,
86389,0,icd_9,"Injury to other gastrointestinal sites, without mention of open wound into cavity",44802665,SNOMED,1970-01-01,2099-12-31,
42652,0,icd_9,Right bundle branch block and left anterior fascicular block,316432,SNOMED,1970-01-01,2099-12-31,
45829,0,icd_9,Other iatrogenic hypotension,443447,SNOMED,1970-01-01,2099-12-31,
4149,0,icd_9,"Chronic ischemic heart disease, unspecified",315286,SNOMED,1970-01-01,2099-12-31,
3441,0,icd_9,Paraplegia,192606,SNOMED,1970-01-01,2099-12-31,
34570,0,icd_9,"Epilepsia partialis continua, without mention of intractable epilepsy",762832,SNOMED,1970-01-01,2099-12-31,
V1301,0,icd_9,Personal history of urinary calculi,4319447,SNOMED,1970-01-01,2099-12-31,
4588,0,icd_9,Other specified hypotension,317002,SNOMED,1970-01-01,2099-12-31,
99811,0,icd_9,Hemorrhage complicating a procedure,4002836,SNOMED,1970-01-01,2099-12-31,
2753,0,icd_9,Disorders of phosphorus metabolism,435788,SNOMED,1970-01-01,2099-12-31,
40390,0,icd_9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",44784640,SNOMED,1970-01-01,2099-12-31,
71590,0,icd_9,"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",75617,SNOMED,1970-01-01,2099-12-31,
V5419,0,icd_9,Aftercare for healing traumatic fracture of other bone,604687,SNOMED,1970-01-01,2099-12-31,
V1083,0,icd_9,Personal history of other malignant neoplasm of skin,4155297,SNOMED,1970-01-01,2099-12-31,
3962,0,icd_9,Mitral valve insufficiency and aortic valve stenosis,4304541,SNOMED,1970-01-01,2099-12-31,
80501,0,icd_9,Closed fracture of first cervical vertebra,78579,SNOMED,1970-01-01,2099-12-31,
27542,0,icd_9,Hypercalcemia,435511,SNOMED,1970-01-01,2099-12-31,
57471,0,icd_9,"Calculus of gallbladder and bile duct with other cholecystitis, with obstruction",763023,SNOMED,1970-01-01,2099-12-31,
4589,0,icd_9,"Hypotension, unspecified",317002,SNOMED,1970-01-01,2099-12-31,
41511,0,icd_9,Iatrogenic pulmonary embolism and infarction,40480461,SNOMED,1970-01-01,2099-12-31,
30393,0,icd_9,"Other and unspecified alcohol dependence, in remission",435243,SNOMED,1970-01-01,2099-12-31,
2768,0,icd_9,Hypopotassemia,437833,SNOMED,1970-01-01,2099-12-31,
99812,0,icd_9,Hematoma complicating a procedure,4178811,SNOMED,1970-01-01,2099-12-31,
70720,0,icd_9,"Pressure ulcer, unspecified stage",37160747,SNOMED,1970-01-01,2099-12-31,
E9429,0,icd_9,Other and unspecified agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use,4025194,SNOMED,1970-01-01,2099-12-31,
86404,0,icd_9,"Injury to liver without mention of open wound into cavity, laceration, major",443870,SNOMED,1970-01-01,2099-12-31,
V1302,0,icd_9,"Personal history, urinary (tract) infection",81902,SNOMED,1970-01-01,2099-12-31,
5750,0,icd_9,Acute cholecystitis,198809,SNOMED,1970-01-01,2099-12-31,
34590,0,icd_9,"Epilepsy, unspecified, without mention of intractable epilepsy",763309,SNOMED,1970-01-01,2099-12-31,
27739,0,icd_9,Other amyloidosis,4047607,SNOMED,1970-01-01,2099-12-31,
V1201,0,icd_9,Personal history of tuberculosis,4123592,SNOMED,1970-01-01,2099-12-31,
3963,0,icd_9,Mitral valve insufficiency and aortic valve insufficiency,315564,SNOMED,1970-01-01,2099-12-31,
45981,0,icd_9,"Venous (peripheral) insufficiency, unspecified",321596,SNOMED,1970-01-01,2099-12-31,
30401,0,icd_9,"Opioid type dependence, continuous",440693,SNOMED,1970-01-01,2099-12-31,
70721,0,icd_9,"Pressure ulcer, stage I",37160747,SNOMED,1970-01-01,2099-12-31,
80502,0,icd_9,Closed fracture of second cervical vertebra,433329,SNOMED,1970-01-01,2099-12-31,
27788,0,icd_9,Tumor lysis syndrome,4079687,SNOMED,1970-01-01,2099-12-31,
V4582,0,icd_9,Percutaneous transluminal coronary angioplasty status,4161974,SNOMED,1970-01-01,2099-12-31,
99813,0,icd_9,Seroma complicating a procedure,442019,SNOMED,1970-01-01,2099-12-31,
5754,0,icd_9,Perforation of gallbladder,196469,SNOMED,1970-01-01,2099-12-31,
40391,0,icd_9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",44784640,SNOMED,1970-01-01,2099-12-31,
41072,0,icd_9,"Subendocardial infarction, subsequent episode of care",4108217,SNOMED,1970-01-01,2099-12-31,
70722,0,icd_9,"Pressure ulcer, stage II",37160747,SNOMED,1970-01-01,2099-12-31,
3051,0,icd_9,Tobacco use disorder,4099811,SNOMED,1970-01-01,2099-12-31,
4739,0,icd_9,Unspecified sinusitis (chronic),257012,SNOMED,1970-01-01,2099-12-31,
34591,0,icd_9,"Epilepsy, unspecified, with intractable epilepsy",763039,SNOMED,1970-01-01,2099-12-31,
27800,0,icd_9,"Obesity, unspecified",433736,SNOMED,1970-01-01,2099-12-31,
5761,0,icd_9,Cholangitis,195856,SNOMED,1970-01-01,2099-12-31,
V4611,0,icd_9,"Dependence on respirator, status",37165431,SNOMED,1970-01-01,2099-12-31,
70723,0,icd_9,"Pressure ulcer, stage III",37160747,SNOMED,1970-01-01,2099-12-31,
27801,0,icd_9,Morbid obesity,434005,SNOMED,1970-01-01,2099-12-31,
8670,0,icd_9,"Injury to bladder and urethra, without mention of open wound into cavity",201719,SNOMED,1970-01-01,2099-12-31,
3968,0,icd_9,Multiple involvement of mitral and aortic valves,320416,SNOMED,1970-01-01,2099-12-31,
V1005,0,icd_9,Personal history of malignant neoplasm of large intestine,4246125,SNOMED,1970-01-01,2099-12-31,
V153,0,icd_9,"Personal history of irradiation, presenting hazards to health",4137678,SNOMED,1970-01-01,2099-12-31,
E9479,0,icd_9,Unspecified drug or medicinal substance causing adverse effects in therapeutic use,438028,SNOMED,1970-01-01,2099-12-31,
4111,0,icd_9,Intermediate coronary syndrome,315296,SNOMED,1970-01-01,2099-12-31,
311,0,icd_9,"Depressive disorder, not elsewhere classified",440383,SNOMED,1970-01-01,2099-12-31,
47831,0,icd_9,"Unilateral paralysis of vocal cords or larynx, partial",260130,SNOMED,1970-01-01,2099-12-31,
27650,0,icd_9,"Volume depletion, unspecified",37311264,SNOMED,1970-01-01,2099-12-31,
3970,0,icd_9,Diseases of tricuspid valve,316993,SNOMED,1970-01-01,2099-12-31,
7211,0,icd_9,Cervical spondylosis with myelopathy,141941,SNOMED,1970-01-01,2099-12-31,
56949,0,icd_9,Other specified disorders of rectum and anus,200773,SNOMED,1970-01-01,2099-12-31,
8052,0,icd_9,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,195948,SNOMED,1970-01-01,2099-12-31,
V444,0,icd_9,Status of other artificial opening of gastrointestinal tract,4214970,SNOMED,1970-01-01,2099-12-31,
412,0,icd_9,Old myocardial infarction,314666,SNOMED,1970-01-01,2099-12-31,
41001,0,icd_9,"Acute myocardial infarction of anterolateral wall, initial episode of care",438438,SNOMED,1970-01-01,2099-12-31,
V462,0,icd_9,"Other dependence on machines, supplemental oxygen",37208385,SNOMED,1970-01-01,2099-12-31,
27651,0,icd_9,Dehydration,435796,SNOMED,1970-01-01,2099-12-31,
9982,0,icd_9,"Accidental puncture or laceration during a procedure, not elsewhere classified",4054926,SNOMED,1970-01-01,2099-12-31,
27652,0,icd_9,Hypovolemia,37311319,SNOMED,1970-01-01,2099-12-31,
319,0,icd_9,Unspecified intellectual disabilities,40277917,SNOMED,1970-01-01,2099-12-31,
V1011,0,icd_9,Personal history of malignant neoplasm of bronchus and lung,35610239,SNOMED,1970-01-01,2099-12-31,
2767,0,icd_9,Hyperpotassemia,434610,SNOMED,1970-01-01,2099-12-31,
39891,0,icd_9,Rheumatic heart failure (congestive),315295,SNOMED,1970-01-01,2099-12-31,
E9503,0,icd_9,Suicide and self-inflicted poisoning by tranquilizers and other psychotropic agents,433951,SNOMED,1970-01-01,2099-12-31,
7213,0,icd_9,Lumbosacral spondylosis without myelopathy,80813,SNOMED,1970-01-01,2099-12-31,
V4983,0,icd_9,Awaiting organ transplant status,4151240,SNOMED,1970-01-01,2099-12-31,
4139,0,icd_9,Other and unspecified angina pectoris,321318,SNOMED,1970-01-01,2099-12-31,
44422,0,icd_9,Arterial embolism and thrombosis of lower extremity,40481089,SNOMED,1970-01-01,2099-12-31,
56969,0,icd_9,Other colostomy and enterostomy complication,45757072,SNOMED,1970-01-01,2099-12-31,
32723,0,icd_9,Obstructive sleep apnea (adult)(pediatric),42872389,SNOMED,1970-01-01,2099-12-31,
9341,0,icd_9,Foreign body in main bronchus,256576,SNOMED,1970-01-01,2099-12-31,
V446,0,icd_9,Other artificial opening of urinary tract status,197331,SNOMED,1970-01-01,2099-12-31,
80601,0,icd_9,Closed fracture of C1-C4 level with complete lesion of cord,4223844,SNOMED,1970-01-01,2099-12-31,
V1581,0,icd_9,"Personal history of noncompliance with medical treatment, presenting hazards to health",4155473,SNOMED,1970-01-01,2099-12-31,
2555,0,icd_9,Other adrenal hypofunction,4035127,SNOMED,1970-01-01,2099-12-31,
85206,0,icd_9,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",440244,SNOMED,1970-01-01,2099-12-31,
4471,0,icd_9,Stricture of artery,317305,SNOMED,1970-01-01,2099-12-31,
3310,0,icd_9,Alzheimer's disease,378419,SNOMED,1970-01-01,2099-12-31,
41041,0,icd_9,"Acute myocardial infarction of other inferior wall, initial episode of care",438170,SNOMED,1970-01-01,2099-12-31,
72400,0,icd_9,"Spinal stenosis, unspecified region",77079,SNOMED,1970-01-01,2099-12-31,
9584,0,icd_9,Traumatic shock,201478,SNOMED,1970-01-01,2099-12-31,
V103,0,icd_9,Personal history of malignant neoplasm of breast,4112853,SNOMED,1970-01-01,2099-12-31,
9992,0,icd_9,"Other vascular complications of medical care, not elsewhere classified",197444,SNOMED,1970-01-01,2099-12-31,
V5867,0,icd_9,Long-term (current) use of insulin,4027653,SNOMED,1970-01-01,2099-12-31,
V4501,0,icd_9,Cardiac pacemaker in situ,4122773,SNOMED,1970-01-01,2099-12-31,
261,0,icd_9,Nutritional marasmus,440370,SNOMED,1970-01-01,2099-12-31,
725,0,icd_9,Polymyalgia rheumatica,255348,SNOMED,1970-01-01,2099-12-31,
99591,0,icd_9,Sepsis,132797,SNOMED,1970-01-01,2099-12-31,
56981,0,icd_9,"Fistula of intestine, excluding rectum and anus",196160,SNOMED,1970-01-01,2099-12-31,
8730,0,icd_9,"Open wound of scalp, without mention of complication",139188,SNOMED,1970-01-01,2099-12-31,
V600,0,icd_9,Lack of housing,4093847,SNOMED,1970-01-01,2099-12-31,
81201,0,icd_9,Closed fracture of surgical neck of humerus,440853,SNOMED,1970-01-01,2099-12-31,
E9504,0,icd_9,Suicide and self-inflicted poisoning by other specified drugs and medicinal substances,438028,SNOMED,1970-01-01,2099-12-31,
99592,0,icd_9,Severe sepsis,37394658,SNOMED,1970-01-01,2099-12-31,
3315,0,icd_9,Idiopathic normal pressure hydrocephalus (INPH),432899,SNOMED,1970-01-01,2099-12-31,
41071,0,icd_9,"Subendocardial infarction, initial episode of care",444406,SNOMED,1970-01-01,2099-12-31,
2639,0,icd_9,Unspecified protein-calorie malnutrition,432593,SNOMED,1970-01-01,2099-12-31,
V1204,0,icd_9,Personal history of Methicillin resistant Staphylococcus aureus,440940,SNOMED,1970-01-01,2099-12-31,
45182,0,icd_9,Phlebitis and thrombophlebitis of superficial veins of upper extremities,433218,SNOMED,1970-01-01,2099-12-31,
72989,0,icd_9,Other musculoskeletal symptoms referable to limbs,440981,SNOMED,1970-01-01,2099-12-31,
9680,0,icd_9,Poisoning by central nervous system muscle-tone depressants,4167563,SNOMED,1970-01-01,2099-12-31,
V1041,0,icd_9,Personal history of malignant neoplasm of cervix uteri,198984,SNOMED,1970-01-01,2099-12-31,
7861,0,icd_9,Stridor,253321,SNOMED,1970-01-01,2099-12-31,
56985,0,icd_9,Angiodysplasia of intestine with hemorrhage,45757654,SNOMED,1970-01-01,2099-12-31,
V4502,0,icd_9,Automatic implantable cardiac defibrillator in situ,46270021,SNOMED,1970-01-01,2099-12-31,
V667,0,icd_9,Encounter for palliative care,4085211,SNOMED,1970-01-01,2099-12-31,
7868,0,icd_9,Hiccough,194475,SNOMED,1970-01-01,2099-12-31,
81249,0,icd_9,Other closed fracture of lower end of humerus,440228,SNOMED,1970-01-01,2099-12-31,
V4281,0,icd_9,Bone marrow replaced by transplant,437169,SNOMED,1970-01-01,2099-12-31,
2689,0,icd_9,Unspecified vitamin D deficiency,436070,SNOMED,1970-01-01,2099-12-31,
452,0,icd_9,Portal vein thrombosis,199837,SNOMED,1970-01-01,2099-12-31,
87349,0,icd_9,"Open wound of other and multiple sites of face, without mention of complication",139180,SNOMED,1970-01-01,2099-12-31,
85221,0,icd_9,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",439194,SNOMED,1970-01-01,2099-12-31,
99631,0,icd_9,Mechanical complication due to urethral (indwelling) catheter,194847,SNOMED,1970-01-01,2099-12-31,
78720,0,icd_9,"Dysphagia, unspecified",31317,SNOMED,1970-01-01,2099-12-31,
V4511,0,icd_9,Renal dialysis status,4335996,SNOMED,1970-01-01,2099-12-31,
71615,0,icd_9,"Traumatic arthropathy, pelvic region and thigh",81659,SNOMED,1970-01-01,2099-12-31,
6191,0,icd_9,"Digestive-genital tract fistula, female",199066,SNOMED,1970-01-01,2099-12-31,
570,0,icd_9,Acute and subacute necrosis of liver,4059280,SNOMED,1970-01-01,2099-12-31,
V0254,0,icd_9,Carrier or suspected carrier of Methicillin resistant Staphylococcus aureus,440940,SNOMED,1970-01-01,2099-12-31,
4531,0,icd_9,Thrombophlebitis migrans,439838,SNOMED,1970-01-01,2099-12-31,
2720,0,icd_9,Pure hypercholesterolemia,437827,SNOMED,1970-01-01,2099-12-31,
V1251,0,icd_9,Personal history of venous thrombosis and embolism,42709943,SNOMED,1970-01-01,2099-12-31,
V433,0,icd_9,Heart valve replaced by other means,4281749,SNOMED,1970-01-01,2099-12-31,
78722,0,icd_9,"Dysphagia, oropharyngeal phase",440530,SNOMED,1970-01-01,2099-12-31,
9693,0,icd_9,"Poisoning by other antipsychotics, neuroleptics, and major tranquilizers",433951,SNOMED,1970-01-01,2099-12-31,
V8741,0,icd_9,Personal history of antineoplastic chemotherapy,36713112,SNOMED,1970-01-01,2099-12-31,
2721,0,icd_9,Pure hyperglyceridemia,440360,SNOMED,1970-01-01,2099-12-31,
5711,0,icd_9,Acute alcoholic hepatitis,201343,SNOMED,1970-01-01,2099-12-31,
71690,0,icd_9,"Arthropathy, unspecified, site unspecified",73553,SNOMED,1970-01-01,2099-12-31,
V440,0,icd_9,Tracheostomy status,4090904,SNOMED,1970-01-01,2099-12-31,
82021,0,icd_9,Closed fracture of intertrochanteric section of neck of femur,434500,SNOMED,1970-01-01,2099-12-31,
6826,0,icd_9,"Cellulitis and abscess of leg, except foot",4113790,SNOMED,1970-01-01,2099-12-31,
78724,0,icd_9,"Dysphagia, pharyngoesophageal phase",45757559,SNOMED,1970-01-01,2099-12-31,
8830,0,icd_9,"Open wound of finger(s), without mention of complication",74806,SNOMED,1970-01-01,2099-12-31,
V452,0,icd_9,Presence of cerebrospinal fluid drainage device,4330562,SNOMED,1970-01-01,2099-12-31,
V441,0,icd_9,Gastrostomy status,37172537,SNOMED,1970-01-01,2099-12-31,
71940,0,icd_9,"Pain in joint, site unspecified",72404,SNOMED,1970-01-01,2099-12-31,
2724,0,icd_9,Other and unspecified hyperlipidemia,432867,SNOMED,1970-01-01,2099-12-31,
78551,0,icd_9,Cardiogenic shock,198571,SNOMED,1970-01-01,2099-12-31,
5712,0,icd_9,Alcoholic cirrhosis of liver,196463,SNOMED,1970-01-01,2099-12-31,
V090,0,icd_9,Infection with microorganisms resistant to penicillins,4009715,SNOMED,1970-01-01,2099-12-31,
9694,0,icd_9,Poisoning by benzodiazepine-based tranquilizers,434819,SNOMED,1970-01-01,2099-12-31,
V8801,0,icd_9,Acquired absence of both cervix and uterus,36716935,SNOMED,1970-01-01,2099-12-31,
82101,0,icd_9,Closed fracture of shaft of femur,438887,SNOMED,1970-01-01,2099-12-31,
V442,0,icd_9,Ileostomy status,37171195,SNOMED,1970-01-01,2099-12-31,
99659,0,icd_9,"Mechanical complication due to other implant and internal device, not elsewhere classified",43021254,SNOMED,1970-01-01,2099-12-31,
78552,0,icd_9,Septic shock,196236,SNOMED,1970-01-01,2099-12-31,
71946,0,icd_9,"Pain in joint, lower leg",37167238,SNOMED,1970-01-01,2099-12-31,
45340,0,icd_9,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,443537,SNOMED,1970-01-01,2099-12-31,
V4571,0,icd_9,Acquired absence of breast and nipple,36715792,SNOMED,1970-01-01,2099-12-31,
8911,0,icd_9,"Open wound of knee, leg [except thigh], and ankle, complicated",4185730,SNOMED,1970-01-01,2099-12-31,
5989,0,icd_9,"Urethral stricture, unspecified",195590,SNOMED,1970-01-01,2099-12-31,
6930,0,icd_9,Dermatitis due to drugs and medicines taken internally,37016350,SNOMED,1970-01-01,2099-12-31,
V550,0,icd_9,Attention to tracheostomy,4090904,SNOMED,1970-01-01,2099-12-31,
70705,0,icd_9,"Pressure ulcer, buttock",200485,SNOMED,1970-01-01,2099-12-31,
85225,0,icd_9,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",437106,SNOMED,1970-01-01,2099-12-31,
2738,0,icd_9,Other disorders of plasma protein metabolism,45770886,SNOMED,1970-01-01,2099-12-31,
V1254,0,icd_9,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",37110765,SNOMED,1970-01-01,2099-12-31,
V1582,0,icd_9,Personal history of tobacco use,4099811,SNOMED,1970-01-01,2099-12-31,
5715,0,icd_9,Cirrhosis of liver without mention of alcohol,196463,SNOMED,1970-01-01,2099-12-31,
70706,0,icd_9,"Pressure ulcer, ankle",4171556,SNOMED,1970-01-01,2099-12-31,
70703,0,icd_9,"Pressure ulcer, lower back",37173235,SNOMED,1970-01-01,2099-12-31,
78559,0,icd_9,Other shock without mention of trauma,37312594,SNOMED,1970-01-01,2099-12-31,
V551,0,icd_9,Attention to gastrostomy,434675,SNOMED,1970-01-01,2099-12-31,
V4572,0,icd_9,Acquired absence of intestine (large) (small),4207630,SNOMED,1970-01-01,2099-12-31,
78603,0,icd_9,Apnea,321689,SNOMED,1970-01-01,2099-12-31,
V1588,0,icd_9,History of fall,4070297,SNOMED,1970-01-01,2099-12-31,
V0980,0,icd_9,Infection with microorganisms without mention of resistance to multiple drugs,37394537,SNOMED,1970-01-01,2099-12-31,
53642,0,icd_9,Mechanical complication of gastrostomy,45757473,SNOMED,1970-01-01,2099-12-31,
70707,0,icd_9,"Pressure ulcer, heel",37171507,SNOMED,1970-01-01,2099-12-31,
5990,0,icd_9,"Urinary tract infection, site not specified",81902,SNOMED,1970-01-01,2099-12-31,
E9289,0,icd_9,Unspecified accident,72404,SNOMED,1970-01-01,2099-12-31,
99662,0,icd_9,"Infection and inflammatory reaction due to other vascular device, implant, and graft",4309318,SNOMED,1970-01-01,2099-12-31,
8504,0,icd_9,"Concussion with prolonged loss of consciousness, without return to pre-existing conscious level",437106,SNOMED,1970-01-01,2099-12-31,
45341,0,icd_9,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity,443537,SNOMED,1970-01-01,2099-12-31,
5853,0,icd_9,"Chronic kidney disease, Stage III (moderate)",443614,SNOMED,1970-01-01,2099-12-31,
79029,0,icd_9,Other abnormal glucose,4038818,SNOMED,1970-01-01,2099-12-31,
70712,0,icd_9,Ulcer of calf,4116485,SNOMED,1970-01-01,2099-12-31,
V420,0,icd_9,Kidney replaced by transplant,199991,SNOMED,1970-01-01,2099-12-31,
2739,0,icd_9,Unspecified disorder of plasma protein metabolism,45770886,SNOMED,1970-01-01,2099-12-31,
V4581,0,icd_9,Aortocoronary bypass status,312922,SNOMED,1970-01-01,2099-12-31,
7991,0,icd_9,Respiratory arrest,317109,SNOMED,1970-01-01,2099-12-31,
