sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
71105,"Pyogenic arthritis, pelvic region and thigh",1,,0.89,UNCHECKED,UNREVIEWED,,0,80177,Pyogenic arthritis of the pelvic region and thigh,Condition,MAPS_TO,,<auto>,1733476608028,
2761,Hyposmolality and/or hyponatremia,17,,0.70,UNCHECKED,UNREVIEWED,,0,435515,Hypo-osmolality and or hyponatremia,Condition,MAPS_TO,,<auto>,1733476608037,
49322,Chronic obstructive asthma with (acute) exacerbation,1,,0.68,UNCHECKED,UNREVIEWED,,0,43530693,Acute exacerbation of chronic obstructive pulmonary disease with asthma,Condition,MAPS_TO,,<auto>,1733476608069,
4011,Benign essential hypertension,1,,1.00,UNCHECKED,UNREVIEWED,,0,312648,Benign essential hypertension,Condition,MAPS_TO,,<auto>,1733476608127,
07030,"Viral hepatitis B without mention of hepatic coma, acute or unspecified, without mention of hepatitis delta",1,,0.67,UNCHECKED,UNREVIEWED,,0,4313600,"Viral hepatitis A without hepatic coma, without hepatitis delta",Condition,MAPS_TO,,<auto>,1733476608129,
1961,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,3,,0.70,UNCHECKED,UNREVIEWED,,0,4131304,Neoplasm of intrathoracic lymph nodes,Condition,MAPS_TO,,<auto>,1733476608142,
0380,Streptococcal septicemia,2,,0.63,UNCHECKED,UNREVIEWED,,0,28060,Streptococcal sore throat,Condition,MAPS_TO,,<auto>,1733476608160,
5724,Hepatorenal syndrome,2,,1.00,UNCHECKED,UNREVIEWED,,0,196455,Hepatorenal syndrome,Condition,MAPS_TO,,<auto>,1733476608246,
2762,Acidosis,16,,1.00,UNCHECKED,UNREVIEWED,,0,435517,Acidosis,Condition,MAPS_TO,,<auto>,1733476608370,
03849,Other septicemia due to gram-negative organisms,3,,0.59,UNCHECKED,UNREVIEWED,,0,4155957,Endotoxic shock,Condition,MAPS_TO,,<auto>,1733476608375,
78722,"Dysphagia, oropharyngeal phase",1,,0.83,UNCHECKED,UNREVIEWED,,0,440530,Oropharyngeal dysphagia,Condition,MAPS_TO,,<auto>,1733476608441,
4471,Stricture of artery,1,,1.00,UNCHECKED,UNREVIEWED,,0,317305,Stricture of artery,Condition,MAPS_TO,,<auto>,1733476608474,
45620,"Esophageal varices in diseases classified elsewhere, with bleeding",3,,0.62,UNCHECKED,UNREVIEWED,,0,28779,Bleeding esophageal varices,Condition,MAPS_TO,,<auto>,1733476608494,
45981,"Venous (peripheral) insufficiency, unspecified",4,,0.63,UNCHECKED,UNREVIEWED,,0,321596,Peripheral venous insufficiency,Condition,MAPS_TO,,<auto>,1733476608496,
43491,"Cerebral artery occlusion, unspecified with cerebral infarction",1,,0.71,UNCHECKED,UNREVIEWED,,0,763003,Vertebral artery occlusion with infarction,Condition,MAPS_TO,,<auto>,1733476608639,
7140,Rheumatoid arthritis,1,,1.00,UNCHECKED,UNREVIEWED,,0,80809,Rheumatoid arthritis,Condition,MAPS_TO,,<auto>,1733476608644,
49390,"Asthma, unspecified type, unspecified",5,,0.47,UNCHECKED,UNREVIEWED,,0,317009,Asthma,Condition,MAPS_TO,,<auto>,1733476608681,
2763,Alkalosis,4,,1.00,UNCHECKED,UNREVIEWED,,0,438730,Alkalosis,Condition,MAPS_TO,,<auto>,1733476608701,
99682,Complications of transplanted liver,2,,0.93,UNCHECKED,UNREVIEWED,,0,200616,Complication of transplanted liver,Condition,MAPS_TO,,<auto>,1733476609029,
78724,"Dysphagia, pharyngoesophageal phase",1,,0.68,UNCHECKED,UNREVIEWED,,0,45757559,Pharyngeal dysphagia,Condition,MAPS_TO,,<auto>,1733476609075,
4019,Unspecified essential hypertension,53,,0.74,UNCHECKED,UNREVIEWED,,0,320128,Essential hypertension,Condition,MAPS_TO,,<auto>,1733476609172,
0388,Other specified septicemias,1,,0.53,UNCHECKED,UNREVIEWED,,0,4000938,Bacterial sepsis,Condition,MAPS_TO,,<auto>,1733476609256,
5728,Other sequelae of chronic liver disease,1,,0.86,UNCHECKED,UNREVIEWED,,0,40481531,Sequela of chronic liver disease,Condition,MAPS_TO,,<auto>,1733476609339,
4370,Cerebral atherosclerosis,2,,1.00,UNCHECKED,UNREVIEWED,,0,316437,Cerebral atherosclerosis,Condition,MAPS_TO,,<auto>,1733476609372,
4739,Unspecified sinusitis (chronic),1,,0.54,UNCHECKED,UNREVIEWED,,0,257012,Chronic sinusitis,Condition,MAPS_TO,,<auto>,1733476609374,
V1046,Personal history of malignant neoplasm of prostate,1,,0.74,UNCHECKED,UNREVIEWED,,0,200962,Primary malignant neoplasm of prostate,Condition,MAPS_TO,,<auto>,1733476609437,
78551,Cardiogenic shock,5,,1.00,UNCHECKED,UNREVIEWED,,0,198571,Cardiogenic shock,Condition,MAPS_TO,,<auto>,1733476609519,
03811,Methicillin susceptible Staphylococcus aureus septicemia,2,,0.85,UNCHECKED,UNREVIEWED,,0,40481816,Infection by methicillin sensitive Staphylococcus aureus,Condition,MAPS_TO,,<auto>,1733476609581,
2764,Mixed acid-base balance disorder,2,,1.00,UNCHECKED,UNREVIEWED,,0,441536,Mixed acid-base balance disorder,Condition,MAPS_TO,,<auto>,1733476609624,
0389,Unspecified septicemia,24,,0.57,UNCHECKED,UNREVIEWED,,0,4000938,Bacterial sepsis,Condition,MAPS_TO,,<auto>,1733476609877,
07032,Chronic viral hepatitis B without mention of hepatic coma without mention of hepatitis delta,1,,0.76,UNCHECKED,UNREVIEWED,,0,4308946,Hepatic coma due to chronic hepatitis B,Condition,MAPS_TO,,<auto>,1733476609890,
45182,Phlebitis and thrombophlebitis of superficial veins of upper extremities,1,,0.97,UNCHECKED,UNREVIEWED,,0,433218,Thrombophlebitis of superficial veins of upper extremities,Condition,MAPS_TO,,<auto>,1733476609939,
1962,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,2,,0.75,UNCHECKED,UNREVIEWED,,0,4131422,Neoplasm of intra-abdominal lymph nodes,Condition,MAPS_TO,,<auto>,1733476609964,
4940,Bronchiectasis without acute exacerbation,1,,0.81,UNCHECKED,UNREVIEWED,,0,40483342,Acute exacerbation of bronchiectasis,Condition,MAPS_TO,,<auto>,1733476609990,
78552,Septic shock,16,,1.00,UNCHECKED,UNREVIEWED,,0,196236,Septic shock,Condition,MAPS_TO,,<auto>,1733476610085,
2749,"Gout, unspecified",6,,0.46,UNCHECKED,UNREVIEWED,,0,72404,Joint stiffness,Condition,MAPS_TO,,<auto>,1733476610089,
9971,"Cardiac complications, not elsewhere classified",3,,0.51,UNCHECKED,UNREVIEWED,,0,321462,Cardiac complication,Condition,MAPS_TO,,<auto>,1733476610317,
40291,Unspecified hypertensive heart disease with heart failure,1,,0.78,UNCHECKED,UNREVIEWED,,0,314378,Hypertensive heart disease with congestive heart failure,Condition,MAPS_TO,,<auto>,1733476610384,
452,Portal vein thrombosis,3,,1.00,UNCHECKED,UNREVIEWED,,0,199837,Portal vein thrombosis,Condition,MAPS_TO,,<auto>,1733476610749,
07044,Chronic hepatitis C with hepatic coma,1,,1.00,UNCHECKED,UNREVIEWED,,0,763021,Chronic viral hepatitis C with hepatic coma,Condition,MAPS_TO,,<auto>,1733476610903,
47831,"Unilateral paralysis of vocal cords or larynx, partial",1,,0.70,UNCHECKED,UNREVIEWED,,0,260130,Bilateral partial vocal cord paralysis,Condition,MAPS_TO,,<auto>,1733476610938,
45621,"Esophageal varices in diseases classified elsewhere, without mention of bleeding",1,,0.61,UNCHECKED,UNREVIEWED,,0,22340,Esophageal varices without bleeding,Condition,MAPS_TO,,<auto>,1733476611045,
57451,"Calculus of bile duct without mention of cholecystitis, with obstruction",1,,0.79,UNCHECKED,UNREVIEWED,,0,443889,Calculus of bile duct with chronic cholecystitis with obstruction,Condition,MAPS_TO,,<auto>,1733476611223,
2752,Disorders of magnesium metabolism,1,,0.90,UNCHECKED,UNREVIEWED,,0,438725,Disorder of magnesium metabolism,Condition,MAPS_TO,,<auto>,1733476611319,
43810,"Late effects of cerebrovascular disease, speech and language deficit, unspecified",2,,0.73,UNCHECKED,UNREVIEWED,,0,40481354,Speech and language deficit as late effect of cerebrovascular accident,Condition,MAPS_TO,,<auto>,1733476611353,
03812,Methicillin resistant Staphylococcus aureus septicemia,2,,0.84,UNCHECKED,UNREVIEWED,,0,440940,Methicillin resistant Staphylococcus aureus infection,Condition,MAPS_TO,,<auto>,1733476611369,
V1079,Personal history of other lymphatic and hematopoietic neoplasms,1,,0.55,UNCHECKED,UNREVIEWED,,0,4147164,Malignant tumor of lymphoid hemopoietic and related tissue,Condition,MAPS_TO,,<auto>,1733476611370,
71589,"Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, multiple sites",1,,0.71,UNCHECKED,UNREVIEWED,,0,76194,Osteoarthrosis involving multiple sites but not designated as generalized,Condition,MAPS_TO,,<auto>,1733476611473,
496,"Chronic airway obstruction, not elsewhere classified",11,,0.65,UNCHECKED,UNREVIEWED,,0,255573,Chronic obstructive pulmonary disease,Condition,MAPS_TO,,<auto>,1733476611576,
99731,Ventilator associated pneumonia,2,,1.00,UNCHECKED,UNREVIEWED,,0,259992,Ventilator associated pneumonia,Condition,MAPS_TO,,<auto>,1733476611626,
4531,Thrombophlebitis migrans,1,,1.00,UNCHECKED,UNREVIEWED,,0,439838,Thrombophlebitis migrans,Condition,MAPS_TO,,<auto>,1733476611646,
78559,Other shock without mention of trauma,3,,0.49,UNCHECKED,UNREVIEWED,,0,37312594,Sepsis without septic shock,Condition,MAPS_TO,,<auto>,1733476611686,
45829,Other iatrogenic hypotension,5,,0.87,UNCHECKED,UNREVIEWED,,0,443447,Iatrogenic hypotension,Condition,MAPS_TO,,<auto>,1733476611843,
78603,Apnea,1,,1.00,UNCHECKED,UNREVIEWED,,0,321689,Apnea,Condition,MAPS_TO,,<auto>,1733476611990,
6191,"Digestive-genital tract fistula, female",1,,0.91,UNCHECKED,UNREVIEWED,,0,199066,Female digestive-genital tract fistula,Condition,MAPS_TO,,<auto>,1733476612060,
07054,Chronic hepatitis C without mention of hepatic coma,1,,0.80,UNCHECKED,UNREVIEWED,,0,763021,Chronic viral hepatitis C with hepatic coma,Condition,MAPS_TO,,<auto>,1733476612122,
04102,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group B",1,,0.52,UNCHECKED,UNREVIEWED,,0,4143698,Streptococcus agalactiae infection,Condition,MAPS_TO,,<auto>,1733476612141,
03819,Other staphylococcal septicemia,1,,0.59,UNCHECKED,UNREVIEWED,,0,435459,Staphylococcal infectious disease,Condition,MAPS_TO,,<auto>,1733476612228,
2753,Disorders of phosphorus metabolism,2,,0.90,UNCHECKED,UNREVIEWED,,0,435788,Disorder of phosphorus metabolism,Condition,MAPS_TO,,<auto>,1733476612310,
1965,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb,1,,0.65,UNCHECKED,UNREVIEWED,,0,198707,Nodular lymphoma of lymph nodes of inguinal region and lower limb,Condition,MAPS_TO,,<auto>,1733476612339,
3481,Anoxic brain damage,3,,1.00,UNCHECKED,UNREVIEWED,,0,377845,Anoxic encephalopathy,Condition,MAPS_TO,,<auto>,1733476612417,
40390,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",10,,0.58,UNCHECKED,UNREVIEWED,,0,44784640,Hypertensive heart AND chronic kidney disease stage 1,Condition,MAPS_TO,,<auto>,1733476612558,
79029,Other abnormal glucose,1,,0.62,UNCHECKED,UNREVIEWED,,0,4038818,Abnormal glucagon,Condition,MAPS_TO,,<auto>,1733476612697,
43811,"Late effects of cerebrovascular disease, aphasia",2,,0.88,UNCHECKED,UNREVIEWED,,0,434056,Late effects of cerebrovascular disease,Condition,MAPS_TO,,<auto>,1733476612728,
71590,"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",1,,0.59,UNCHECKED,UNREVIEWED,,0,75617,Degenerative joint disease involving multiple joints,Condition,MAPS_TO,,<auto>,1733476612763,
99811,Hemorrhage complicating a procedure,2,,0.60,UNCHECKED,UNREVIEWED,,0,4002836,Postoperative hemorrhage,Condition,MAPS_TO,,<auto>,1733476612777,
27542,Hypercalcemia,1,,1.00,UNCHECKED,UNREVIEWED,,0,435511,Hypercalcemia,Condition,MAPS_TO,,<auto>,1733476612778,
V1083,Personal history of other malignant neoplasm of skin,2,,0.74,UNCHECKED,UNREVIEWED,,0,4155297,Malignant neoplasm of skin,Condition,MAPS_TO,,<auto>,1733476612927,
57471,"Calculus of gallbladder and bile duct with other cholecystitis, with obstruction",1,,0.85,UNCHECKED,UNREVIEWED,,0,763023,Calculus of gallbladder and bile duct with cholecystitis,Condition,MAPS_TO,,<auto>,1733476613006,
6826,"Cellulitis and abscess of leg, except foot",3,,0.87,UNCHECKED,UNREVIEWED,,0,4113790,"Cellulitis of leg, excluding foot",Condition,MAPS_TO,,<auto>,1733476613048,
5070,Pneumonitis due to inhalation of food or vomitus,16,,0.64,UNCHECKED,UNREVIEWED,,0,442297,Pneumonitis due to inhaled liquid,Condition,MAPS_TO,,<auto>,1733476613058,
0383,Septicemia due to anaerobes,2,,0.56,UNCHECKED,UNREVIEWED,,0,4319914,Anemia due to radiation,Condition,MAPS_TO,,<auto>,1733476613061,
34830,"Encephalopathy, unspecified",1,,0.59,UNCHECKED,UNREVIEWED,,0,372887,Disorder of brain,Condition,MAPS_TO,,<auto>,1733476613065,
7907,Bacteremia,6,,1.00,UNCHECKED,UNREVIEWED,,0,132736,Bacteremia,Condition,MAPS_TO,,<auto>,1733476613139,
07070,Unspecified viral hepatitis C without hepatic coma,2,,0.73,UNCHECKED,UNREVIEWED,,0,193693,Viral hepatitis without hepatic coma,Condition,MAPS_TO,,<auto>,1733476613181,
2768,Hypopotassemia,7,,1.00,UNCHECKED,UNREVIEWED,,0,437833,Hypokalemia,Condition,MAPS_TO,,<auto>,1733476613224,
70720,"Pressure ulcer, unspecified stage",4,,0.67,UNCHECKED,UNREVIEWED,,0,37160747,Pressure injury stage I,Condition,MAPS_TO,,<auto>,1733476613466,
5750,Acute cholecystitis,3,,1.00,UNCHECKED,UNREVIEWED,,0,198809,Acute cholecystitis,Condition,MAPS_TO,,<auto>,1733476613609,
34831,Metabolic encephalopathy,1,,1.00,UNCHECKED,UNREVIEWED,,0,372892,Metabolic encephalopathy,Condition,MAPS_TO,,<auto>,1733476613614,
45340,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,3,,0.69,UNCHECKED,UNREVIEWED,,0,443537,Deep venous thrombosis of lower extremity,Condition,MAPS_TO,,<auto>,1733476613626,
27739,Other amyloidosis,1,,0.86,UNCHECKED,UNREVIEWED,,0,4047607,AL amyloidosis,Condition,MAPS_TO,,<auto>,1733476613673,
99812,Hematoma complicating a procedure,2,,0.66,UNCHECKED,UNREVIEWED,,0,4178811,Hematologic complication of procedure,Condition,MAPS_TO,,<auto>,1733476613713,
V1201,Personal history of tuberculosis,3,,0.69,UNCHECKED,UNREVIEWED,,0,4123592,Oral tuberculosis,Condition,MAPS_TO,,<auto>,1733476613843,
79092,Abnormal coagulation profile,4,,0.54,UNCHECKED,UNREVIEWED,,0,4038797,Abnormal prolactin,Condition,MAPS_TO,,<auto>,1733476614017,
1966,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,1,,0.72,UNCHECKED,UNREVIEWED,,0,4131428,Neoplasm of intrapelvic lymph node,Condition,MAPS_TO,,<auto>,1733476614022,
70721,"Pressure ulcer, stage I",1,,0.85,UNCHECKED,UNREVIEWED,,0,37160747,Pressure injury stage I,Condition,MAPS_TO,,<auto>,1733476614039,
5109,Empyema without mention of fistula,1,,0.82,UNCHECKED,UNREVIEWED,,0,261327,Pleural empyema with no fistula,Condition,MAPS_TO,,<auto>,1733476614126,
03840,"Septicemia due to gram-negative organism, unspecified",1,,0.54,UNCHECKED,UNREVIEWED,,0,4155957,Endotoxic shock,Condition,MAPS_TO,,<auto>,1733476614184,
27788,Tumor lysis syndrome,1,,1.00,UNCHECKED,UNREVIEWED,,0,4079687,Tumor lysis syndrome,Condition,MAPS_TO,,<auto>,1733476614252,
42843,Acute on chronic combined systolic and diastolic heart failure,2,,1.00,UNCHECKED,UNREVIEWED,,0,44782733,Acute on chronic combined systolic and diastolic heart failure,Condition,MAPS_TO,,<auto>,1733476614257,
3484,Compression of brain,1,,1.00,UNCHECKED,UNREVIEWED,,0,377550,Compression of brain,Condition,MAPS_TO,,<auto>,1733476614311,
04104,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group D [Enterococcus]",1,,0.48,UNCHECKED,UNREVIEWED,,0,40492322,Infection caused by Streptococcus group D,Condition,MAPS_TO,,<auto>,1733476614372,
40391,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",7,,0.65,UNCHECKED,UNREVIEWED,,0,44784640,Hypertensive heart AND chronic kidney disease stage 1,Condition,MAPS_TO,,<auto>,1733476614429,
79094,Euthyroid sick syndrome,1,,0.89,UNCHECKED,UNREVIEWED,,0,137991,Sick-euthyroid syndrome,Condition,MAPS_TO,,<auto>,1733476614430,
5754,Perforation of gallbladder,1,,1.00,UNCHECKED,UNREVIEWED,,0,196469,Perforation of gallbladder,Condition,MAPS_TO,,<auto>,1733476614446,
6930,Dermatitis due to drugs and medicines taken internally,1,,0.46,UNCHECKED,UNREVIEWED,,0,37016350,Dermatitis due to drug induced diabetes mellitus,Condition,MAPS_TO,,<auto>,1733476614502,
70722,"Pressure ulcer, stage II",5,,0.80,UNCHECKED,UNREVIEWED,,0,37160747,Pressure injury stage I,Condition,MAPS_TO,,<auto>,1733476614571,
99813,Seroma complicating a procedure,1,,0.69,UNCHECKED,UNREVIEWED,,0,442019,Complication of procedure,Condition,MAPS_TO,,<auto>,1733476614643,
79902,Hypoxemia,3,,1.00,UNCHECKED,UNREVIEWED,,0,437390,Hypoxemia,Condition,MAPS_TO,,<auto>,1733476614660,
3485,Cerebral edema,1,,1.00,UNCHECKED,UNREVIEWED,,0,376690,Cerebral edema,Condition,MAPS_TO,,<auto>,1733476614752,
27800,"Obesity, unspecified",1,,0.48,UNCHECKED,UNREVIEWED,,0,433736,Obesity,Condition,MAPS_TO,,<auto>,1733476614767,
5761,Cholangitis,2,,1.00,UNCHECKED,UNREVIEWED,,0,195856,Cholangitis,Condition,MAPS_TO,,<auto>,1733476614920,
78791,Diarrhea,1,,1.00,UNCHECKED,UNREVIEWED,,0,196523,Diarrhea,Condition,MAPS_TO,,<auto>,1733476614928,
431,Intracerebral hemorrhage,3,,1.00,UNCHECKED,UNREVIEWED,,0,376713,Cerebral hemorrhage,Condition,MAPS_TO,,<auto>,1733476615008,
03842,Septicemia due to escherichia coli [E. coli],1,,0.52,UNCHECKED,UNREVIEWED,,0,4100103,Escherichia coli meningitis,Condition,MAPS_TO,,<auto>,1733476615072,
1970,Secondary malignant neoplasm of lung,8,,0.84,UNCHECKED,UNREVIEWED,,0,258369,Primary malignant neoplasm of lung,Condition,MAPS_TO,,<auto>,1733476615081,
70703,"Pressure ulcer, lower back",15,,0.79,UNCHECKED,UNREVIEWED,,0,37173235,Pressure injury of left lumbar region of back,Condition,MAPS_TO,,<auto>,1733476615089,
27801,Morbid obesity,3,,1.00,UNCHECKED,UNREVIEWED,,0,434005,Morbid obesity,Condition,MAPS_TO,,<auto>,1733476615112,
70723,"Pressure ulcer, stage III",3,,0.78,UNCHECKED,UNREVIEWED,,0,37160747,Pressure injury stage I,Condition,MAPS_TO,,<auto>,1733476615120,
51189,"Other specified forms of effusion, except tuberculous",1,,0.54,UNCHECKED,UNREVIEWED,,0,40490395,Tuberculous pleural effusion,Condition,MAPS_TO,,<auto>,1733476615313,
3453,Grand mal status,1,,1.00,UNCHECKED,UNREVIEWED,,0,373748,Tonic-clonic status epilepticus,Condition,MAPS_TO,,<auto>,1733476615339,
V1005,Personal history of malignant neoplasm of large intestine,1,,0.78,UNCHECKED,UNREVIEWED,,0,4246125,Primary malignant neoplasm of large intestine,Condition,MAPS_TO,,<auto>,1733476615416,
0416,Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site,1,,0.40,UNCHECKED,UNREVIEWED,,0,4094504,Bacterial infection caused by Proteus mirabilis,Condition,MAPS_TO,,<auto>,1733476615427,
45341,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity,1,,0.71,UNCHECKED,UNREVIEWED,,0,443537,Deep venous thrombosis of lower extremity,Condition,MAPS_TO,,<auto>,1733476615450,
70705,"Pressure ulcer, buttock",3,,0.86,UNCHECKED,UNREVIEWED,,0,200485,Pressure injury of buttock,Condition,MAPS_TO,,<auto>,1733476615592,
5989,"Urethral stricture, unspecified",1,,0.62,UNCHECKED,UNREVIEWED,,0,195590,Urethral stricture,Condition,MAPS_TO,,<auto>,1733476615776,
27650,"Volume depletion, unspecified",1,,0.43,UNCHECKED,UNREVIEWED,,0,37311264,Extrarenal fluid volume depletion,Condition,MAPS_TO,,<auto>,1733476615805,
78820,"Retention of urine, unspecified",3,,0.60,UNCHECKED,UNREVIEWED,,0,192450,Retention of urine,Condition,MAPS_TO,,<auto>,1733476615874,
5119,Unspecified pleural effusion,10,,0.75,UNCHECKED,UNREVIEWED,,0,254061,Pleural effusion,Condition,MAPS_TO,,<auto>,1733476615998,
7211,Cervical spondylosis with myelopathy,1,,0.89,UNCHECKED,UNREVIEWED,,0,141941,Cervical spondylosis without myelopathy,Condition,MAPS_TO,,<auto>,1733476616047,
70706,"Pressure ulcer, ankle",1,,0.78,UNCHECKED,UNREVIEWED,,0,4171556,Ankle ulcer,Condition,MAPS_TO,,<auto>,1733476616077,
1972,Secondary malignant neoplasm of pleura,2,,0.85,UNCHECKED,UNREVIEWED,,0,78093,Primary malignant neoplasm of pleura,Condition,MAPS_TO,,<auto>,1733476616103,
27651,Dehydration,3,,1.00,UNCHECKED,UNREVIEWED,,0,435796,Dehydration,Condition,MAPS_TO,,<auto>,1733476616222,
41001,"Acute myocardial infarction of anterolateral wall, initial episode of care",1,,0.81,UNCHECKED,UNREVIEWED,,0,438438,Acute myocardial infarction of anterolateral wall,Condition,MAPS_TO,,<auto>,1733476616236,
56949,Other specified disorders of rectum and anus,1,,0.55,UNCHECKED,UNREVIEWED,,0,200773,Stenosis of rectum and anus,Condition,MAPS_TO,,<auto>,1733476616252,
27652,Hypovolemia,2,,1.00,UNCHECKED,UNREVIEWED,,0,37311319,Hypovolemia,Condition,MAPS_TO,,<auto>,1733476616453,
70707,"Pressure ulcer, heel",1,,0.70,UNCHECKED,UNREVIEWED,,0,37171507,Pressure injury of heel stage II,Condition,MAPS_TO,,<auto>,1733476616520,
78900,"Abdominal pain, unspecified site",1,,0.68,UNCHECKED,UNREVIEWED,,0,4128083,Nonspecific abdominal pain,Condition,MAPS_TO,,<auto>,1733476616543,
04111,Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site,1,,0.61,UNCHECKED,UNREVIEWED,,0,40481816,Infection by methicillin sensitive Staphylococcus aureus,Condition,MAPS_TO,,<auto>,1733476616547,
9982,"Accidental puncture or laceration during a procedure, not elsewhere classified",1,,0.60,UNCHECKED,UNREVIEWED,,0,4054926,Accidental puncture during a procedure,Condition,MAPS_TO,,<auto>,1733476616608,
2767,Hyperpotassemia,5,,1.00,UNCHECKED,UNREVIEWED,,0,434610,Hyperkalemia,Condition,MAPS_TO,,<auto>,1733476616797,
5990,"Urinary tract infection, site not specified",27,,0.63,UNCHECKED,UNREVIEWED,,0,81902,Urinary tract infectious disease,Condition,MAPS_TO,,<auto>,1733476616830,
V1011,Personal history of malignant neoplasm of bronchus and lung,1,,0.78,UNCHECKED,UNREVIEWED,,0,35610239,Malignant neoplasm of bronchus or lung,Condition,MAPS_TO,,<auto>,1733476616960,
48283,Pneumonia due to other gram-negative bacteria,2,,0.76,UNCHECKED,UNREVIEWED,,0,258180,Pneumonia caused by Gram negative bacteria,Condition,MAPS_TO,,<auto>,1733476616985,
78959,Other ascites,5,,0.74,UNCHECKED,UNREVIEWED,,0,200528,Ascites,Condition,MAPS_TO,,<auto>,1733476617013,
70712,Ulcer of calf,1,,0.77,UNCHECKED,UNREVIEWED,,0,4116485,Skin ulcer of calf,Condition,MAPS_TO,,<auto>,1733476617016,
43310,Occlusion and stenosis of carotid artery without mention of cerebral infarction,2,,0.85,UNCHECKED,UNREVIEWED,,0,765774,Occlusion and stenosis of anterior cerebral artery without infarction,Condition,MAPS_TO,,<auto>,1733476617029,
