sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
536479901.0,Tocopheryl,1,,0.72,UNCHECKED,UNREVIEWED,,0,42709318,tocopherol,Drug,MAPS_TO,,<auto>,1733477413900,
409115170.0,Heparin Flush (10 units/ml),1,,0.24,UNCHECKED,UNREVIEWED,,0,44507718,{1 (10 ML) (zinc pyrithione 10 MG/ML Medicated Shampoo) / 1 (10 ML) (zinc pyrithione 5 MG/ML Medicated Shampoo) } Pack,Drug,MAPS_TO,,<auto>,1733477413904,
54839224.0,Hydromorphone,1,,1.00,UNCHECKED,UNREVIEWED,,0,1126658,hydromorphone,Drug,MAPS_TO,,<auto>,1733477413906,
121063810.0,Guaifenesin-Dextromethorphan,2,,0.74,UNCHECKED,UNREVIEWED,,0,40036170,dextromethorphan / guaifenesin Oral Tablet,Drug,MAPS_TO,,<auto>,1733477413910,
51079074520.0,Diltiazem,3,,1.00,UNCHECKED,UNREVIEWED,,0,1328165,diltiazem,Drug,MAPS_TO,,<auto>,1733477413919,
51079096620.0,Famotidine,9,,1.00,UNCHECKED,UNREVIEWED,,0,953076,famotidine,Drug,MAPS_TO,,<auto>,1733477413929,
43825010201.0,Acetaminophen IV,3,,0.80,UNCHECKED,UNREVIEWED,,0,1125315,acetaminophen,Drug,MAPS_TO,,<auto>,1733477413932,
10019063002.0,Ampicillin-Sulbactam,2,,0.66,UNCHECKED,UNREVIEWED,,0,46275615,ampicillin / sulbactam Injection,Drug,MAPS_TO,,<auto>,1733477413938,
409739172.0,Sodium Phosphate,12,,1.00,UNCHECKED,UNREVIEWED,,0,939871,sodium phosphate,Drug,MAPS_TO,,<auto>,1733477413946,
51079041720.0,Lorazepam,9,,1.00,UNCHECKED,UNREVIEWED,,0,791967,lorazepam,Drug,MAPS_TO,,<auto>,1733477413947,
50383068304.0,Multiple Vitamins Liq.,1,,0.27,UNCHECKED,UNREVIEWED,,0,19008339,vitamin A,Drug,MAPS_TO,,<auto>,1733477413990,
51079007520.0,Hydralazine HCl,2,,0.80,UNCHECKED,UNREVIEWED,,0,1373928,hydralazine,Drug,MAPS_TO,,<auto>,1733477414002,
409234632.0,DOBUTamine,2,,1.00,UNCHECKED,UNREVIEWED,,0,1337720,dobutamine,Drug,MAPS_TO,,<auto>,1733477414035,
904777261.0,Metoprolol Tartrate,2,,0.92,UNCHECKED,UNREVIEWED,,0,40167199,metoprolol tartrate 100 MG,Drug,MAPS_TO,,<auto>,1733477414127,
51079074620.0,Diltiazem,4,,1.00,UNCHECKED,UNREVIEWED,,0,1328165,diltiazem,Drug,MAPS_TO,,<auto>,1733477414129,
60977045101.0,Metoclopramide,3,,1.00,UNCHECKED,UNREVIEWED,,0,906780,metoclopramide,Drug,MAPS_TO,,<auto>,1733477414131,
51079042420.0,Cilostazol,1,,1.00,UNCHECKED,UNREVIEWED,,0,1350310,cilostazol,Drug,MAPS_TO,,<auto>,1733477414158,
121065721.0,Acetaminophen,16,,1.00,UNCHECKED,UNREVIEWED,,0,1125315,acetaminophen,Drug,MAPS_TO,,<auto>,1733477414159,
54839424.0,Hydromorphone,1,,1.00,UNCHECKED,UNREVIEWED,,0,1126658,hydromorphone,Drug,MAPS_TO,,<auto>,1733477414188,
409115170.0,Heparin Lock Flush,1,,0.46,UNCHECKED,UNREVIEWED,,0,1367571,heparin,Drug,MAPS_TO,,<auto>,1733477414213,
51079098020.0,Spironolactone,3,,1.00,UNCHECKED,UNREVIEWED,,0,970250,spironolactone,Drug,MAPS_TO,,<auto>,1733477414217,
44206025110.0,"Albumin, Human",1,,0.74,UNCHECKED,UNREVIEWED,,0,1344143,"albumin human, USP",Drug,MAPS_TO,,<auto>,1733477414220,
10019095601.0,Cyclophosphamide,6,,1.00,UNCHECKED,UNREVIEWED,,0,1310317,cyclophosphamide,Drug,MAPS_TO,,<auto>,1733477414245,
548124000.0,Phytonadione,1,,1.00,UNCHECKED,UNREVIEWED,,0,19044727,vitamin K1,Drug,MAPS_TO,,<auto>,1733477414246,
409779362.0,Heparin Sodium,5,,0.56,UNCHECKED,UNREVIEWED,,0,43011598,"heparin sodium, bovine 10000 UNT/ML",Drug,MAPS_TO,,<auto>,1733477414283,
50383068304.0,Multivitamins,10,,0.47,UNCHECKED,UNREVIEWED,,0,19008339,vitamin A,Drug,MAPS_TO,,<auto>,1733477414318,
51079074720.0,Diltiazem,1,,1.00,UNCHECKED,UNREVIEWED,,0,1328165,diltiazem,Drug,MAPS_TO,,<auto>,1733477414333,
16590047704.0,Clonidine Patch 0.1 mg/24 hr,3,,0.53,UNCHECKED,UNREVIEWED,,0,40163939,24 HR nitroglycerin 0.1 MG/HR Transdermal System [Minitran],Drug,MAPS_TO,,<auto>,1733477414360,
51079007620.0,Hydralazine HCl,1,,0.80,UNCHECKED,UNREVIEWED,,0,1373928,hydralazine,Drug,MAPS_TO,,<auto>,1733477414377,
54848616.0,Lactulose,55,,1.00,UNCHECKED,UNREVIEWED,,0,987245,lactulose,Drug,MAPS_TO,,<auto>,1733477414394,
51079045120.0,Amlodipine,1,,1.00,UNCHECKED,UNREVIEWED,,0,1332418,amlodipine,Drug,MAPS_TO,,<auto>,1733477414444,
904782231.0,Clotrimazole Cream,2,,0.88,UNCHECKED,UNREVIEWED,,0,40026931,clotrimazole Topical Cream,Drug,MAPS_TO,,<auto>,1733477414457,
121065721.0,Acetaminophen (Liquid),8,,0.50,UNCHECKED,UNREVIEWED,,0,1125315,acetaminophen,Drug,MAPS_TO,,<auto>,1733477414468,
548146900.0,Naloxone,4,,1.00,UNCHECKED,UNREVIEWED,,0,1114220,naloxone,Drug,MAPS_TO,,<auto>,1733477414499,
409317801.0,Lidocaine 1%/Epinephrine 1:100000,1,,0.54,UNCHECKED,UNREVIEWED,,0,19076899,epinephrine 1 MG/ML Injectable Solution,Drug,MAPS_TO,,<auto>,1733477414502,
409117830.0,Meperidine,2,,1.00,UNCHECKED,UNREVIEWED,,0,1102527,meperidine,Drug,MAPS_TO,,<auto>,1733477414514,
51479004704.0,Ethambutol HCl,1,,0.82,UNCHECKED,UNREVIEWED,,0,1749301,ethambutol,Drug,MAPS_TO,,<auto>,1733477414525,
16837085839.0,Simethicone,3,,1.00,UNCHECKED,UNREVIEWED,,0,966991,simethicone,Drug,MAPS_TO,,<auto>,1733477414570,
10135011930.0,Pyridoxine HCl,1,,0.79,UNCHECKED,UNREVIEWED,,0,19005046,pyridoxine,Drug,MAPS_TO,,<auto>,1733477414612,
409781124.0,MetRONIDAZOLE (FLagyl),15,,0.69,UNCHECKED,UNREVIEWED,,0,40062625,metronidazole Oral Tablet [Flagyl],Drug,MAPS_TO,,<auto>,1733477414616,
61314022705.0,Timolol Maleate 0.5%,1,,0.70,UNCHECKED,UNREVIEWED,,0,40180691,timolol maleate 10 MG,Drug,MAPS_TO,,<auto>,1733477414629,
51079008320.0,Isoniazid,2,,1.00,UNCHECKED,UNREVIEWED,,0,1782521,isoniazid,Drug,MAPS_TO,,<auto>,1733477414636,
51079075520.0,Carbidopa-Levodopa (10-100),1,,0.50,UNCHECKED,UNREVIEWED,,0,19127009,carbidopa 10 MG / levodopa 100 MG Oral Tablet [Sinemet],Drug,MAPS_TO,,<auto>,1733477414678,
54850016.0,Lidocaine Viscous 2%,2,,0.51,UNCHECKED,UNREVIEWED,,0,989878,lidocaine,Drug,MAPS_TO,,<auto>,1733477414691,
409405201.0,Clindamycin,1,,1.00,UNCHECKED,UNREVIEWED,,0,997881,clindamycin,Drug,MAPS_TO,,<auto>,1733477414711,
51479005420.0,Cefepime,1,,1.00,UNCHECKED,UNREVIEWED,,0,1748975,cefepime,Drug,MAPS_TO,,<auto>,1733477414717,
121075210.0,Ranitidine,1,,1.00,UNCHECKED,UNREVIEWED,,0,961047,ranitidine,Drug,MAPS_TO,,<auto>,1733477414734,
51079045420.0,Simvastatin,9,,1.00,UNCHECKED,UNREVIEWED,,0,1539403,simvastatin,Drug,MAPS_TO,,<auto>,1733477414740,
409121201.0,Naloxone,3,,1.00,UNCHECKED,UNREVIEWED,,0,1114220,naloxone,Drug,MAPS_TO,,<auto>,1733477414749,
548301200.0,Lidocaine Jelly 2%,2,,0.51,UNCHECKED,UNREVIEWED,,0,35602800,lidocaine Jet Injector,Drug,MAPS_TO,,<auto>,1733477414757,
50383068304.0,Multivitamins W/minerals,1,,0.27,UNCHECKED,UNREVIEWED,,0,19008339,vitamin A,Drug,MAPS_TO,,<auto>,1733477414798,
904792260.0,Phenazopyridine,1,,1.00,UNCHECKED,UNREVIEWED,,0,933724,phenazopyridine,Drug,MAPS_TO,,<auto>,1733477414821,
46287000660.0,Sodium Polystyrene Sulfonate,8,,1.00,UNCHECKED,UNREVIEWED,,0,19078126,sodium polystyrene sulfonate,Drug,MAPS_TO,,<auto>,1733477414836,
51479005520.0,Cefepime,2,,1.00,UNCHECKED,UNREVIEWED,,0,1748975,cefepime,Drug,MAPS_TO,,<auto>,1733477414873,
10135033063.0,Cyanocobalamin,1,,0.90,UNCHECKED,UNREVIEWED,,0,19075953,vitamin B12 1 MG Oral Tablet,Drug,MAPS_TO,,<auto>,1733477414888,
409419701.0,Clindamycin,1,,1.00,UNCHECKED,UNREVIEWED,,0,997881,clindamycin,Drug,MAPS_TO,,<auto>,1733477414913,
51079075920.0,Atenolol,7,,1.00,UNCHECKED,UNREVIEWED,,0,1314002,atenolol,Drug,MAPS_TO,,<auto>,1733477414914,
54855324.0,Methadone,6,,1.00,UNCHECKED,UNREVIEWED,,0,1103640,methadone,Drug,MAPS_TO,,<auto>,1733477414943,
51079008520.0,Isosorbide Dinitrate,3,,1.00,UNCHECKED,UNREVIEWED,,0,1383925,isosorbide dinitrate,Drug,MAPS_TO,,<auto>,1733477414985,
409792337.0,5% Dextrose,39,,0.47,UNCHECKED,UNREVIEWED,,0,40243921,"glucose 50 MG/ML / magnesium chloride 0.00148 MEQ/ML / monobasic potassium phosphate 0.0082 MG/ML / potassium chloride 0.00497 MEQ/ML / sodium acetate 0.0272 MEQ/ML / sodium chloride 0.0906 MEQ/ML / sodium gluconate 5 MG/ML / sodium phosphate, dibasic...",Drug,MAPS_TO,,<auto>,1733477414991,
51079045620.0,Simvastatin,4,,1.00,UNCHECKED,UNREVIEWED,,0,1539403,simvastatin,Drug,MAPS_TO,,<auto>,1733477415026,
409125830.0,Morphine Sulfate,28,,0.93,UNCHECKED,UNREVIEWED,,0,40169889,morphine sulfate 10 MG,Drug,MAPS_TO,,<auto>,1733477415057,
121075210.0,Ranitidine (Liquid),1,,0.45,UNCHECKED,UNREVIEWED,,0,961047,ranitidine,Drug,MAPS_TO,,<auto>,1733477415069,
51645090501.0,Thiamine,3,,1.00,UNCHECKED,UNREVIEWED,,0,19137312,thiamine,Drug,MAPS_TO,,<auto>,1733477415077,
548301200.0,Lidocaine Jelly 2% (Urojet),8,,0.44,UNCHECKED,UNREVIEWED,,0,35602800,lidocaine Jet Injector,Drug,MAPS_TO,,<auto>,1733477415121,
10432017002.0,Vitamin D,11,,1.00,UNCHECKED,UNREVIEWED,,0,19009405,vitamin D,Drug,MAPS_TO,,<auto>,1733477415126,
409433201.0,Vancomycin,11,,1.00,UNCHECKED,UNREVIEWED,,0,1707687,vancomycin,Drug,MAPS_TO,,<auto>,1733477415145,
50419010111.0,Quinidine Gluconate,2,,0.92,UNCHECKED,UNREVIEWED,,0,19095421,quinidine gluconate 200 MG,Drug,MAPS_TO,,<auto>,1733477415178,
16837086012.0,Aluminum Hydroxide Suspension,2,,0.97,UNCHECKED,UNREVIEWED,,0,40008250,aluminum hydroxide Oral Suspension,Drug,MAPS_TO,,<auto>,1733477415195,
904792260.0,Phenazopyridine HCl,1,,0.86,UNCHECKED,UNREVIEWED,,0,933724,phenazopyridine,Drug,MAPS_TO,,<auto>,1733477415221,
49281075221.0,Tuberculin Protein,2,,0.80,UNCHECKED,UNREVIEWED,,0,19010871,tuberculin,Drug,MAPS_TO,,<auto>,1733477415225,
51079008620.0,Mirtazapine,14,,1.00,UNCHECKED,UNREVIEWED,,0,725131,mirtazapine,Drug,MAPS_TO,,<auto>,1733477415237,
409792337.0,D5W,47,,0.21,UNCHECKED,UNREVIEWED,,0,42609304,sitocalciferol,Drug,MAPS_TO,,<auto>,1733477415241,
121174410.0,Guaifenesin,8,,1.00,UNCHECKED,UNREVIEWED,,0,1163944,guaifenesin,Drug,MAPS_TO,,<auto>,1733477415252,
51079020620.0,Allopurinol,4,,1.00,UNCHECKED,UNREVIEWED,,0,1167322,allopurinol,Drug,MAPS_TO,,<auto>,1733477415284,
61314063705.0,PrednisoLONE Acetate 1% Ophth. Susp.,6,,0.54,UNCHECKED,UNREVIEWED,,0,43526395,prednisolone acetate 10 MG/ML Ophthalmic Suspension,Drug,MAPS_TO,,<auto>,1733477415290,
51660078401.0,PHENObarbital,1,,1.00,UNCHECKED,UNREVIEWED,,0,734275,phenobarbital,Drug,MAPS_TO,,<auto>,1733477415305,
409126130.0,Morphine Sulfate,14,,0.93,UNCHECKED,UNREVIEWED,,0,40169889,morphine sulfate 10 MG,Drug,MAPS_TO,,<auto>,1733477415358,
548590000.0,Cosyntropin,14,,1.00,UNCHECKED,UNREVIEWED,,0,19008009,cosyntropin,Drug,MAPS_TO,,<auto>,1733477415369,
50458016601.0,Levofloxacin,2,,1.00,UNCHECKED,UNREVIEWED,,0,1742253,levofloxacin,Drug,MAPS_TO,,<auto>,1733477415397,
51079076608.0,Divalproex (EXTended Release),1,,0.62,UNCHECKED,UNREVIEWED,,0,40238256,divalproex sodium 500 MG Extended Release Oral Tablet,Drug,MAPS_TO,,<auto>,1733477415424,
409433201.0,Vancomycin Enema,2,,0.78,UNCHECKED,UNREVIEWED,,0,1707687,vancomycin,Drug,MAPS_TO,,<auto>,1733477415444,
17191003500.0,Heparin CRRT,1,,0.47,UNCHECKED,UNREVIEWED,,0,1367571,heparin,Drug,MAPS_TO,,<auto>,1733477415458,
11098003002.0,Fentanyl Citrate,3,,0.73,UNCHECKED,UNREVIEWED,,0,1154029,fentanyl,Drug,MAPS_TO,,<auto>,1733477415480,
51079008920.0,Meclizine,1,,1.00,UNCHECKED,UNREVIEWED,,0,994341,meclizine,Drug,MAPS_TO,,<auto>,1733477415483,
54327099.0,Fluticasone Propionate NASAL,1,,0.72,UNCHECKED,UNREVIEWED,,0,40171044,fluticasone propionate 0.5 MG/ML,Drug,MAPS_TO,,<auto>,1733477415500,
409127332.0,Diazepam,3,,1.00,UNCHECKED,UNREVIEWED,,0,723013,diazepam,Drug,MAPS_TO,,<auto>,1733477415514,
51079025520.0,Metoprolol,40,,1.00,UNCHECKED,UNREVIEWED,,0,1307046,metoprolol,Drug,MAPS_TO,,<auto>,1733477415567,
51672402301.0,AcetaZOLamide,6,,1.00,UNCHECKED,UNREVIEWED,,0,929435,acetazolamide,Drug,MAPS_TO,,<auto>,1733477415584,
49452477503.0,Miconazole Powder 2%,2,,0.67,UNCHECKED,UNREVIEWED,,0,40063806,miconazole Powder Spray,Drug,MAPS_TO,,<auto>,1733477415586,
409915801.0,Phytonadione,11,,1.00,UNCHECKED,UNREVIEWED,,0,19044727,vitamin K1,Drug,MAPS_TO,,<auto>,1733477415604,
50458030001.0,Risperidone,2,,1.00,UNCHECKED,UNREVIEWED,,0,735979,risperidone,Drug,MAPS_TO,,<auto>,1733477415657,
548604525.0,Morphine Sulfate,1,,0.93,UNCHECKED,UNREVIEWED,,0,40169889,morphine sulfate 10 MG,Drug,MAPS_TO,,<auto>,1733477415680,
10019005561.0,Esmolol,4,,1.00,UNCHECKED,UNREVIEWED,,0,19063575,esmolol,Drug,MAPS_TO,,<auto>,1733477415683,
409471332.0,Lidocaine 1%,1,,0.69,UNCHECKED,UNREVIEWED,,0,989878,lidocaine,Drug,MAPS_TO,,<auto>,1733477415687,
51079009520.0,PHENObarbital,1,,1.00,UNCHECKED,UNREVIEWED,,0,734275,phenobarbital,Drug,MAPS_TO,,<auto>,1733477415699,
61314065625.0,Ciprofloxacin 0.3% Ophth Soln,3,,0.60,UNCHECKED,UNREVIEWED,,0,19075378,ciprofloxacin 3 MG/ML Ophthalmic Solution,Drug,MAPS_TO,,<auto>,1733477415704,
51079051920.0,ChlorproMAZINE,1,,1.00,UNCHECKED,UNREVIEWED,,0,794852,chlorpromazine,Drug,MAPS_TO,,<auto>,1733477415732,
17191003500.0,Heparin Flush ,1,,0.58,UNCHECKED,UNREVIEWED,,0,1367571,heparin,Drug,MAPS_TO,,<auto>,1733477415751,
54354563.0,Meperidine,1,,1.00,UNCHECKED,UNREVIEWED,,0,1102527,meperidine,Drug,MAPS_TO,,<auto>,1733477415780,
409648201.0,Erythromycin,1,,1.00,UNCHECKED,UNREVIEWED,,0,1746940,erythromycin,Drug,MAPS_TO,,<auto>,1733477415821,
121176130.0,Aluminum-Magnesium Hydrox.-Simethicone,5,,0.50,UNCHECKED,UNREVIEWED,,0,40135214,aluminum hydroxide / magnesium hydroxide / simethicone Oral Capsule,Drug,MAPS_TO,,<auto>,1733477415856,
50458093010.0,Levofloxacin,2,,1.00,UNCHECKED,UNREVIEWED,,0,1742253,levofloxacin,Drug,MAPS_TO,,<auto>,1733477415877,
942064104.0,Citrate Dextrose 3% (ACD-A) CRRT,1,,0.18,UNCHECKED,UNREVIEWED,,0,37002611,acetaminophen 325 MG / phenyltoloxamine citrate 30 MG Oral Tablet [Perisine],Drug,MAPS_TO,,<auto>,1733477415883,
10019007587.0,Esmolol,2,,1.00,UNCHECKED,UNREVIEWED,,0,19063575,esmolol,Drug,MAPS_TO,,<auto>,1733477415885,
409128331.0,HYDROmorphone (Dilaudid),25,,0.74,UNCHECKED,UNREVIEWED,,0,40051251,hydromorphone Oral Tablet [Dilaudid],Drug,MAPS_TO,,<auto>,1733477415892,
51991045757.0,Polyethylene Glycol,8,,0.94,UNCHECKED,UNREVIEWED,,0,43013775,polyethylene glycol 1000,Drug,MAPS_TO,,<auto>,1733477415892,
61379012005.0,Tirofiban,2,,1.00,UNCHECKED,UNREVIEWED,,0,19017067,tirofiban,Drug,MAPS_TO,,<auto>,1733477415905,
409477702.0,Ciprofloxacin IV,16,,0.88,UNCHECKED,UNREVIEWED,,0,1797513,ciprofloxacin,Drug,MAPS_TO,,<auto>,1733477415960,
51079010320.0,Spironolactone,8,,1.00,UNCHECKED,UNREVIEWED,,0,970250,spironolactone,Drug,MAPS_TO,,<auto>,1733477415977,
555077002.0,Finasteride,2,,1.00,UNCHECKED,UNREVIEWED,,0,996416,finasteride,Drug,MAPS_TO,,<auto>,1733477415988,
54418425.0,Dexamethasone,4,,1.00,UNCHECKED,UNREVIEWED,,0,1518254,dexamethasone,Drug,MAPS_TO,,<auto>,1733477416018,
51079025520.0,Metoprolol Tartrate,63,,0.92,UNCHECKED,UNREVIEWED,,0,40167199,metoprolol tartrate 100 MG,Drug,MAPS_TO,,<auto>,1733477416039,
409662502.0,Sodium Bicarbo,1,,0.89,UNCHECKED,UNREVIEWED,,0,939506,sodium bicarbonate,Drug,MAPS_TO,,<auto>,1733477416061,
49502068503.0,Ipratropium Bromide Neb,5,,0.73,UNCHECKED,UNREVIEWED,,0,1113075,ipratropium bromide 0.2 MG/ML,Drug,MAPS_TO,,<auto>,1733477416070,
