concept_code,concept_name,frequency
20510,"Chronic myeloid leukemia, without mention of having achieved remission",1
2273,Benign neoplasm of pituitary gland and craniopharyngeal duct,3
2380,Neoplasm of uncertain behavior of bone and articular cartilage,1
24220,Toxic multinodular goiter without mention of thyrotoxic crisis or storm,1
2449,Unspecified acquired hypothyroidism,23
25000,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled",31
25002,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",2
25060,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled",12
25062,"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled",1
25070,"Diabetes with peripheral circulatory disorders, type II or unspecified type, not stated as uncontrolled",1
25080,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled",1
25092,"Diabetes with unspecified complication, type II or unspecified type, uncontrolled",1
2511,Other specified hypoglycemia,1
2530,Acromegaly and gigantism,2
2532,Panhypopituitarism,1
2536,Other disorders of neurohypophysis,1
2555,Other adrenal hypofunction,1
261,Nutritional marasmus,3
2639,Unspecified protein-calorie malnutrition,3
2689,Unspecified vitamin D deficiency,1
2720,Pure hypercholesterolemia,5
2721,Pure hyperglyceridemia,1
2724,Other and unspecified hyperlipidemia,29
2738,Other disorders of plasma protein metabolism,1
2739,Unspecified disorder of plasma protein metabolism,1
2749,"Gout, unspecified",6
2752,Disorders of magnesium metabolism,1
2753,Disorders of phosphorus metabolism,2
27542,Hypercalcemia,1
2760,Hyperosmolality and/or hypernatremia,17
2761,Hyposmolality and/or hyponatremia,17
2762,Acidosis,16
2763,Alkalosis,4
2764,Mixed acid-base balance disorder,2
27650,"Volume depletion, unspecified",1
27651,Dehydration,3
27652,Hypovolemia,2
2767,Hyperpotassemia,5
2768,Hypopotassemia,7
27739,Other amyloidosis,1
27788,Tumor lysis syndrome,1
27800,"Obesity, unspecified",1
27801,Morbid obesity,3
2800,Iron deficiency anemia secondary to blood loss (chronic),6
2809,"Iron deficiency anemia, unspecified",1
2811,Other vitamin B12 deficiency anemia,1
2839,"Acquired hemolytic anemia, unspecified",1
28489,Other specified aplastic anemias,1
2851,Acute posthemorrhagic anemia,10
28521,Anemia in chronic kidney disease,4
28522,Anemia in neoplastic disease,2
28529,Anemia of other chronic disease,5
2859,"Anemia, unspecified",25
2866,Defibrination syndrome,1
2867,Acquired coagulation factor deficiency,2
28731,Immune thrombocytopenic purpura,1
2875,"Thrombocytopenia, unspecified",10
28800,"Neutropenia, unspecified",1
28803,Drug induced neutropenia,1
28860,"Leukocytosis, unspecified",1
28959,Other diseases of spleen,2
28984,Heparin-induced thrombocytopenia (HIT),1
29040,"Vascular dementia, uncomplicated",1
29041,"Vascular dementia, with delirium",1
29181,Alcohol withdrawal,1
29281,Drug-induced delirium,1
2930,Delirium due to conditions classified elsewhere,7
29410,Dementia in conditions classified elsewhere without behavioral disturbance,2
2948,Other persistent mental disorders due to conditions classified elsewhere,9
29562,"Schizophrenic disorders, residual type, chronic",2
29570,"Schizoaffective disorder, unspecified",1
29633,"Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior",1
2967,"Bipolar I disorder, most recent episode (or current) unspecified",1
2989,Unspecified psychosis,1
30000,"Anxiety state, unspecified",2
30301,"Acute alcoholic intoxication in alcoholism, continuous",1
30390,"Other and unspecified alcohol dependence, unspecified",3
30391,"Other and unspecified alcohol dependence, continuous",1
30393,"Other and unspecified alcohol dependence, in remission",1
30401,"Opioid type dependence, continuous",1
3051,Tobacco use disorder,4
311,"Depressive disorder, not elsewhere classified",16
319,Unspecified intellectual disabilities,2
32723,Obstructive sleep apnea (adult)(pediatric),7
3310,Alzheimer's disease,2
3315,Idiopathic normal pressure hydrocephalus (INPH),1
3320,Paralysis agitans,4
33385,Subacute dyskinesia due to drugs,1
3361,Vascular myelopathies,1
33829,Other chronic pain,1
340,Multiple sclerosis,1
34290,"Hemiplegia, unspecified, affecting unspecified side",2
34400,"Quadriplegia, unspecified",1
34401,"Quadriplegia, C1-C4, complete",1
3441,Paraplegia,2
3453,Grand mal status,1
34570,"Epilepsia partialis continua, without mention of intractable epilepsy",1
34590,"Epilepsy, unspecified, without mention of intractable epilepsy",2
34591,"Epilepsy, unspecified, with intractable epilepsy",1
3481,Anoxic brain damage,3
34830,"Encephalopathy, unspecified",1
34831,Metabolic encephalopathy,1
3484,Compression of brain,1
3485,Cerebral edema,1
34982,Toxic encephalopathy,1
3510,Bell's palsy,1
3569,Unspecified hereditary and idiopathic peripheral neuropathy,2
3572,Polyneuropathy in diabetes,13
35782,Critical illness polyneuropathy,1
36250,"Macular degeneration (senile), unspecified",2
3659,Unspecified glaucoma,3
3669,Unspecified cataract,1
37000,"Corneal ulcer, unspecified",1
37230,"Conjunctivitis, unspecified",1
37410,"Ectropion, unspecified",1
37950,"Nystagmus, unspecified",1
3962,Mitral valve insufficiency and aortic valve stenosis,2
3963,Mitral valve insufficiency and aortic valve insufficiency,1
3968,Multiple involvement of mitral and aortic valves,1
3970,Diseases of tricuspid valve,5
39891,Rheumatic heart failure (congestive),2
4010,Malignant essential hypertension,1
4011,Benign essential hypertension,1
4019,Unspecified essential hypertension,53
40291,Unspecified hypertensive heart disease with heart failure,1
40390,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",10
40391,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",7
41001,"Acute myocardial infarction of anterolateral wall, initial episode of care",1
41041,"Acute myocardial infarction of other inferior wall, initial episode of care",2
41071,"Subendocardial infarction, initial episode of care",9
41072,"Subendocardial infarction, subsequent episode of care",1
4111,Intermediate coronary syndrome,1
412,Old myocardial infarction,3
4139,Other and unspecified angina pectoris,1
41400,"Coronary atherosclerosis of unspecified type of vessel, native or graft",7
41401,Coronary atherosclerosis of native coronary artery,18
4142,Chronic total occlusion of coronary artery,1
4149,"Chronic ischemic heart disease, unspecified",1
41511,Iatrogenic pulmonary embolism and infarction,1
41519,Other pulmonary embolism and infarction,3
4160,Primary pulmonary hypertension,3
4168,Other chronic pulmonary heart diseases,3
4233,Cardiac tamponade,1
4239,Unspecified disease of pericardium,3
4240,Mitral valve disorders,10
4241,Aortic valve disorders,6
4254,Other primary cardiomyopathies,2
42652,Right bundle branch block and left anterior fascicular block,1
4266,Other heart block,1
4270,Paroxysmal supraventricular tachycardia,1
4271,Paroxysmal ventricular tachycardia,4
42731,Atrial fibrillation,48
42732,Atrial flutter,1
42741,Ventricular fibrillation,2
4275,Cardiac arrest,3
42781,Sinoatrial node dysfunction,3
42789,Other specified cardiac dysrhythmias,5
4280,"Congestive heart failure, unspecified",39
42821,Acute systolic heart failure,4
42822,Chronic systolic heart failure,2
42823,Acute on chronic systolic heart failure,1
42830,"Diastolic heart failure, unspecified",2
42831,Acute diastolic heart failure,2
42832,Chronic diastolic heart failure,6
42833,Acute on chronic diastolic heart failure,3
42843,Acute on chronic combined systolic and diastolic heart failure,2
431,Intracerebral hemorrhage,3
43310,Occlusion and stenosis of carotid artery without mention of cerebral infarction,2
43401,Cerebral thrombosis with cerebral infarction,1
43411,Cerebral embolism with cerebral infarction,1
43491,"Cerebral artery occlusion, unspecified with cerebral infarction",1
4370,Cerebral atherosclerosis,2
43810,"Late effects of cerebrovascular disease, speech and language deficit, unspecified",2
43811,"Late effects of cerebrovascular disease, aphasia",2
43819,"Late effects of cerebrovascular disease, other speech and language deficits",2
43850,"Late effects of cerebrovascular disease, other paralytic syndrome affecting unspecified side",1
43853,"Late effects of cerebrovascular disease, other paralytic syndrome, bilateral",3
43882,"Other late effects of cerebrovascular disease, dysphagia",1
43889,Other late effects of cerebrovascular disease,2
44020,"Atherosclerosis of native arteries of the extremities, unspecified",1
44031,Atherosclerosis of autologous vein bypass graft of the extremities,1
4414,Abdominal aneurysm without mention of rupture,1
4439,"Peripheral vascular disease, unspecified",12
44422,Arterial embolism and thrombosis of lower extremity,1
4471,Stricture of artery,1
45182,Phlebitis and thrombophlebitis of superficial veins of upper extremities,1
452,Portal vein thrombosis,3
4531,Thrombophlebitis migrans,1
45340,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,3
45341,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity,1
45381,Acute venous embolism and thrombosis of superficial veins of upper extremity,1
4549,Asymptomatic varicose veins,1
45620,"Esophageal varices in diseases classified elsewhere, with bleeding",3
45621,"Esophageal varices in diseases classified elsewhere, without mention of bleeding",1
45829,Other iatrogenic hypotension,5
4588,Other specified hypotension,2
4589,"Hypotension, unspecified",2
45981,"Venous (peripheral) insufficiency, unspecified",4
4739,Unspecified sinusitis (chronic),1
47831,"Unilateral paralysis of vocal cords or larynx, partial",1
47833,"Bilateral paralysis of vocal cords or larynx, partial",1
48241,Methicillin susceptible pneumonia due to Staphylococcus aureus,2
48242,Methicillin resistant pneumonia due to Staphylococcus aureus,2
48282,Pneumonia due to escherichia coli [E. coli],1
48283,Pneumonia due to other gram-negative bacteria,2
4830,Pneumonia due to mycoplasma pneumoniae,1
486,"Pneumonia, organism unspecified",26
490,"Bronchitis, not specified as acute or chronic",2
49121,Obstructive chronic bronchitis with (acute) exacerbation,4
4928,Other emphysema,3
49322,Chronic obstructive asthma with (acute) exacerbation,1
49390,"Asthma, unspecified type, unspecified",5
4940,Bronchiectasis without acute exacerbation,1
496,"Chronic airway obstruction, not elsewhere classified",11
5070,Pneumonitis due to inhalation of food or vomitus,16
5109,Empyema without mention of fistula,1
51189,"Other specified forms of effusion, except tuberculous",1
5119,Unspecified pleural effusion,10
5121,Iatrogenic pneumothorax,3
514,Pulmonary congestion and hypostasis,1
5180,Pulmonary collapse,6
51881,Acute respiratory failure,31
51882,"Other pulmonary insufficiency, not elsewhere classified",2
51884,Acute and chronic respiratory failure,2
51909,Other tracheostomy complications,1
51919,Other diseases of trachea and bronchus,3
52801,Mucositis (ulcerative) due to antineoplastic therapy,1
5290,Glossitis,1
53019,Other esophagitis,2
5303,Stricture and stenosis of esophagus,1
53081,Esophageal reflux,16
53082,Esophageal hemorrhage,1
53084,Tracheoesophageal fistula,1
53089,Other specified disorders of esophagus,1
53140,"Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction",1
53190,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",1
53240,"Chronic or unspecified duodenal ulcer with hemorrhage, without mention of obstruction",1
53390,"Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",4
53551,"Unspecified gastritis and gastroduodenitis, with hemorrhage",1
53642,Mechanical complication of gastrostomy,1
53649,Other gastrostomy complications,2
53789,Other specified disorders of stomach and duodenum,2
5533,Diaphragmatic hernia without mention of obstruction or gangrene,1
5566,Universal ulcerative (chronic) colitis,1
5601,Paralytic ileus,2
5602,Volvulus,1
56210,Diverticulosis of colon (without mention of hemorrhage),2
56211,Diverticulitis of colon (without mention of hemorrhage),2
56400,"Constipation, unspecified",3
56409,Other constipation,2
5641,Irritable bowel syndrome,1
56881,Hemoperitoneum (nontraumatic),1
5691,Rectal prolapse,1
56949,Other specified disorders of rectum and anus,1
56969,Other colostomy and enterostomy complication,1
56981,"Fistula of intestine, excluding rectum and anus",1
56985,Angiodysplasia of intestine with hemorrhage,1
570,Acute and subacute necrosis of liver,6
5711,Acute alcoholic hepatitis,2
5712,Alcoholic cirrhosis of liver,5
5715,Cirrhosis of liver without mention of alcohol,3
5722,Hepatic encephalopathy,4
5723,Portal hypertension,3
5724,Hepatorenal syndrome,2
5728,Other sequelae of chronic liver disease,1
57451,"Calculus of bile duct without mention of cholecystitis, with obstruction",1
57471,"Calculus of gallbladder and bile duct with other cholecystitis, with obstruction",1
5750,Acute cholecystitis,3
5754,Perforation of gallbladder,1
5761,Cholangitis,2
5762,Obstruction of bile duct,1
5770,Acute pancreatitis,3
5772,Cyst and pseudocyst of pancreas,1
5780,Hematemesis,2
5781,Blood in stool,2
5789,"Hemorrhage of gastrointestinal tract, unspecified",6
58181,Nephrotic syndrome in diseases classified elsewhere,1
5845,Acute kidney failure with lesion of tubular necrosis,6
5849,"Acute kidney failure, unspecified",45
5853,"Chronic kidney disease, Stage III (moderate)",2
5854,"Chronic kidney disease, Stage IV (severe)",1
5855,"Chronic kidney disease, Stage V",1
5856,End stage renal disease,4
5859,"Chronic kidney disease, unspecified",12
58881,Secondary hyperparathyroidism (of renal origin),1
5939,Unspecified disorder of kidney and ureter,2
59582,Irradiation cystitis,1
5960,Bladder neck obstruction,1
5989,"Urethral stricture, unspecified",1
5990,"Urinary tract infection, site not specified",27
59960,"Urinary obstruction, unspecified",1
59970,"Hematuria, unspecified",2
59971,Gross hematuria,1
60000,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS),2
6039,"Hydrocele, unspecified",1
60490,"Orchitis and epididymitis, unspecified",1
6191,"Digestive-genital tract fistula, female",1
6826,"Cellulitis and abscess of leg, except foot",3
6930,Dermatitis due to drugs and medicines taken internally,1
70703,"Pressure ulcer, lower back",15
70705,"Pressure ulcer, buttock",3
70706,"Pressure ulcer, ankle",1
70707,"Pressure ulcer, heel",1
70712,Ulcer of calf,1
70714,Ulcer of heel and midfoot,1
70720,"Pressure ulcer, unspecified stage",4
70721,"Pressure ulcer, stage I",1
70722,"Pressure ulcer, stage II",5
70723,"Pressure ulcer, stage III",3
70724,"Pressure ulcer, stage IV",3
71105,"Pyogenic arthritis, pelvic region and thigh",1
7140,Rheumatoid arthritis,1
71589,"Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, multiple sites",1
71590,"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",1
71615,"Traumatic arthropathy, pelvic region and thigh",1
71690,"Arthropathy, unspecified, site unspecified",1
71940,"Pain in joint, site unspecified",1
71946,"Pain in joint, lower leg",1
7211,Cervical spondylosis with myelopathy,1
7213,Lumbosacral spondylosis without myelopathy,1
72400,"Spinal stenosis, unspecified region",3
725,Polymyalgia rheumatica,2
72989,Other musculoskeletal symptoms referable to limbs,1
73300,"Osteoporosis, unspecified",5
73689,Other acquired deformity of other parts of limb,1
73730,"Scoliosis [and kyphoscoliosis], idiopathic",1
75321,Congenital obstruction of ureteropelvic junction,1
7580,Down's syndrome,1
78001,Coma,1
78003,Persistent vegetative state,1
78009,Other alteration of consciousness,2
7802,Syncope and collapse,1
78039,Other convulsions,3
78057,Unspecified sleep apnea,1
78060,"Fever, unspecified",1
7810,Abnormal involuntary movements,1
7821,Rash and other nonspecific skin eruption,1
7823,Edema,1
7837,Adult failure to thrive,1
7850,"Tachycardia, unspecified",3
78551,Cardiogenic shock,5
78552,Septic shock,16
78559,Other shock without mention of trauma,3
78603,Apnea,1
7861,Stridor,1
7868,Hiccough,1
78720,"Dysphagia, unspecified",2
78722,"Dysphagia, oropharyngeal phase",1
78724,"Dysphagia, pharyngoesophageal phase",1
78791,Diarrhea,1
78820,"Retention of urine, unspecified",3
78900,"Abdominal pain, unspecified site",1
78959,Other ascites,5
79029,Other abnormal glucose,1
7907,Bacteremia,6
79092,Abnormal coagulation profile,4
79094,Euthyroid sick syndrome,1
79902,Hypoxemia,3
7991,Respiratory arrest,1
7994,Cachexia,1
80102,"Closed fracture of base of skull without mention of intra cranial injury, with brief [less than one hour] loss of consciousness",1
80125,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1
8020,Closed fracture of nasal bones,1
8024,Closed fracture of malar and maxillary bones,1
8028,Closed fracture of other facial bones,1
80375,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1
80501,Closed fracture of first cervical vertebra,1
80502,Closed fracture of second cervical vertebra,1
8052,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,1
80601,Closed fracture of C1-C4 level with complete lesion of cord,1
81201,Closed fracture of surgical neck of humerus,1
81249,Other closed fracture of lower end of humerus,1
82021,Closed fracture of intertrochanteric section of neck of femur,1
82101,Closed fracture of shaft of femur,1
8504,"Concussion with prolonged loss of consciousness, without return to pre-existing conscious level",1
85206,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",1
85221,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",1
85225,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",1
85306,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",1
8600,Traumatic pneumothorax without mention of open wound into thorax,1
8602,Traumatic hemothorax without mention of open wound into thorax,1
86389,"Injury to other gastrointestinal sites, without mention of open wound into cavity",1
86404,"Injury to liver without mention of open wound into cavity, laceration, major",1
8670,"Injury to bladder and urethra, without mention of open wound into cavity",1
8730,"Open wound of scalp, without mention of complication",1
87349,"Open wound of other and multiple sites of face, without mention of complication",1
8830,"Open wound of finger(s), without mention of complication",1
8911,"Open wound of knee, leg [except thigh], and ankle, complicated",1
9341,Foreign body in main bronchus,1
9584,Traumatic shock,1
9680,Poisoning by central nervous system muscle-tone depressants,1
9693,"Poisoning by other antipsychotics, neuroleptics, and major tranquilizers",1
9694,Poisoning by benzodiazepine-based tranquilizers,1
99591,Sepsis,10
99592,Severe sepsis,25
99631,Mechanical complication due to urethral (indwelling) catheter,1
99659,"Mechanical complication due to other implant and internal device, not elsewhere classified",2
99662,"Infection and inflammatory reaction due to other vascular device, implant, and graft",3
99664,Infection and inflammatory reaction due to indwelling urinary catheter,2
99667,"Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft",1
99673,"Other complications due to renal dialysis device, implant, and graft",1
99677,Other complications due to internal joint prosthesis,1
99682,Complications of transplanted liver,2
9971,"Cardiac complications, not elsewhere classified",3
99731,Ventilator associated pneumonia,2
99811,Hemorrhage complicating a procedure,2
99812,Hematoma complicating a procedure,2
99813,Seroma complicating a procedure,1
9982,"Accidental puncture or laceration during a procedure, not elsewhere classified",1
9992,"Other vascular complications of medical care, not elsewhere classified",1
E8120,Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle,2
E8231,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger in motor vehicle other than motorcycle,1
E8232,Other motor vehicle nontraffic accident involving collision with stationary object injuring motorcyclist,1
E8348,Other fall from one level to another in water transport injuring other specified person,1
E8490,Home accidents,1
E8495,Street and highway accidents,2
E8497,Accidents occurring in residential institution,1
E8498,Accidents occurring in other specified places,1
E8700,"Accidental cut, puncture, perforation or hemorrhage during surgical operation",1
E8781,"Surgical operation with implant of artificial internal device causing abnormal patient reaction, or later complication,without mention of misadventure at time of operation",3
E8788,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",2
E8791,"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",1
E8792,"Radiological procedure and radiotherapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",1
E8796,"Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",2
E8798,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",3
E8809,Accidental fall on or from other stairs or steps,1
E8859,"Fall from other slipping, tripping, or stumbling",3
E8889,Unspecified fall,3
E9289,Unspecified accident,1
E9290,Late effects of motor vehicle accident,1
E9308,Other specified antibiotics causing adverse effects in therapeutic use,2
E9331,Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use,3
E9342,Anticoagulants causing adverse effects in therapeutic use,2
E9352,Other opiates and related narcotics causing adverse effects in therapeutic use,1
E9361,Hydantoin derivatives causing adverse effects in therapeutic use,1
E9379,Unspecified sedatives and hypnotics causing adverse effects in therapeutic use,1
E9394,Benzodiazepine-based tranquilizers causing adverse effects in therapeutic use,1
E9429,Other and unspecified agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use,1
E9479,Unspecified drug or medicinal substance causing adverse effects in therapeutic use,1
E9503,Suicide and self-inflicted poisoning by tranquilizers and other psychotropic agents,1
E9504,Suicide and self-inflicted poisoning by other specified drugs and medicinal substances,1
V0254,Carrier or suspected carrier of Methicillin resistant Staphylococcus aureus,3
V090,Infection with microorganisms resistant to penicillins,3
V0980,Infection with microorganisms without mention of resistance to multiple drugs,1
V1003,Personal history of malignant neoplasm of esophagus,2
V1005,Personal history of malignant neoplasm of large intestine,1
V1011,Personal history of malignant neoplasm of bronchus and lung,1
V103,Personal history of malignant neoplasm of breast,7
V1041,Personal history of malignant neoplasm of cervix uteri,1
V1042,Personal history of malignant neoplasm of other parts of uterus,3
V1046,Personal history of malignant neoplasm of prostate,1
V1079,Personal history of other lymphatic and hematopoietic neoplasms,1
V1083,Personal history of other malignant neoplasm of skin,2
V1201,Personal history of tuberculosis,3
V1204,Personal history of Methicillin resistant Staphylococcus aureus,2
V1251,Personal history of venous thrombosis and embolism,7
V1254,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",2
V1259,Personal history of other diseases of circulatory system,2
V1272,Personal history of colonic polyps,2
V1301,Personal history of urinary calculi,1
V1302,"Personal history, urinary (tract) infection",3
V153,"Personal history of irradiation, presenting hazards to health",4
V1581,"Personal history of noncompliance with medical treatment, presenting hazards to health",2
V1582,Personal history of tobacco use,6
V1588,History of fall,1
V420,Kidney replaced by transplant,2
V425,Cornea replaced by transplant,1
V4281,Bone marrow replaced by transplant,1
V433,Heart valve replaced by other means,2
V440,Tracheostomy status,9
V441,Gastrostomy status,2
V442,Ileostomy status,3
V444,Status of other artificial opening of gastrointestinal tract,1
V446,Other artificial opening of urinary tract status,1
V4501,Cardiac pacemaker in situ,3
V4502,Automatic implantable cardiac defibrillator in situ,1
V4511,Renal dialysis status,1
V452,Presence of cerebrospinal fluid drainage device,1
V4571,Acquired absence of breast and nipple,1
V4572,Acquired absence of intestine (large) (small),1
V4581,Aortocoronary bypass status,9
V4582,Percutaneous transluminal coronary angioplasty status,6
V4611,"Dependence on respirator, status",2
V462,"Other dependence on machines, supplemental oxygen",1
V4983,Awaiting organ transplant status,1
V4984,Bed confinement status,1
V4986,Do not resuscitate status,1
V5411,Aftercare for healing traumatic fracture of upper arm,1
V5413,Aftercare for healing traumatic fracture of hip,1
V5419,Aftercare for healing traumatic fracture of other bone,1
V550,Attention to tracheostomy,1
V551,Attention to gastrostomy,1
V5861,Long-term (current) use of anticoagulants,18
V5865,Long-term (current) use of steroids,1
V5867,Long-term (current) use of insulin,8
V600,Lack of housing,1
V667,Encounter for palliative care,3
V8741,Personal history of antineoplastic chemotherapy,3
V8801,Acquired absence of both cervix and uterus,2
