source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
7140,0,icd9,Rheumatoid arthritis,80809,SNOMED,1970-01-01,2099-12-31,
49390,0,icd9,"Asthma, unspecified type, unspecified",317009,SNOMED,1970-01-01,2099-12-31,
2763,0,icd9,Alkalosis,438730,SNOMED,1970-01-01,2099-12-31,
99682,0,icd9,Complications of transplanted liver,200616,SNOMED,1970-01-01,2099-12-31,
78724,0,icd9,"Dysphagia, pharyngoesophageal phase",45757559,SNOMED,1970-01-01,2099-12-31,
4019,0,icd9,Unspecified essential hypertension,320128,SNOMED,1970-01-01,2099-12-31,
0388,0,icd9,Other specified septicemias,4000938,SNOMED,1970-01-01,2099-12-31,
5728,0,icd9,Other sequelae of chronic liver disease,40481531,SNOMED,1970-01-01,2099-12-31,
4370,0,icd9,Cerebral atherosclerosis,316437,SNOMED,1970-01-01,2099-12-31,
4739,0,icd9,Unspecified sinusitis (chronic),257012,SNOMED,1970-01-01,2099-12-31,
V1046,0,icd9,Personal history of malignant neoplasm of prostate,200962,SNOMED,1970-01-01,2099-12-31,
78551,0,icd9,Cardiogenic shock,198571,SNOMED,1970-01-01,2099-12-31,
03811,0,icd9,Methicillin susceptible Staphylococcus aureus septicemia,40481816,SNOMED,1970-01-01,2099-12-31,
2764,0,icd9,Mixed acid-base balance disorder,441536,SNOMED,1970-01-01,2099-12-31,
0389,0,icd9,Unspecified septicemia,4000938,SNOMED,1970-01-01,2099-12-31,
07032,0,icd9,Chronic viral hepatitis B without mention of hepatic coma without mention of hepatitis delta,4308946,SNOMED,1970-01-01,2099-12-31,
45182,0,icd9,Phlebitis and thrombophlebitis of superficial veins of upper extremities,433218,SNOMED,1970-01-01,2099-12-31,
1962,0,icd9,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,4131422,SNOMED,1970-01-01,2099-12-31,
4940,0,icd9,Bronchiectasis without acute exacerbation,40483342,SNOMED,1970-01-01,2099-12-31,
78552,0,icd9,Septic shock,196236,SNOMED,1970-01-01,2099-12-31,
2749,0,icd9,"Gout, unspecified",72404,SNOMED,1970-01-01,2099-12-31,
9971,0,icd9,"Cardiac complications, not elsewhere classified",321462,SNOMED,1970-01-01,2099-12-31,
40291,0,icd9,Unspecified hypertensive heart disease with heart failure,314378,SNOMED,1970-01-01,2099-12-31,
452,0,icd9,Portal vein thrombosis,199837,SNOMED,1970-01-01,2099-12-31,
07044,0,icd9,Chronic hepatitis C with hepatic coma,763021,SNOMED,1970-01-01,2099-12-31,
47831,0,icd9,"Unilateral paralysis of vocal cords or larynx, partial",260130,SNOMED,1970-01-01,2099-12-31,
45621,0,icd9,"Esophageal varices in diseases classified elsewhere, without mention of bleeding",22340,SNOMED,1970-01-01,2099-12-31,
57451,0,icd9,"Calculus of bile duct without mention of cholecystitis, with obstruction",443889,SNOMED,1970-01-01,2099-12-31,
2752,0,icd9,Disorders of magnesium metabolism,438725,SNOMED,1970-01-01,2099-12-31,
43810,0,icd9,"Late effects of cerebrovascular disease, speech and language deficit, unspecified",40481354,SNOMED,1970-01-01,2099-12-31,
03812,0,icd9,Methicillin resistant Staphylococcus aureus septicemia,440940,SNOMED,1970-01-01,2099-12-31,
V1079,0,icd9,Personal history of other lymphatic and hematopoietic neoplasms,4147164,SNOMED,1970-01-01,2099-12-31,
71589,0,icd9,"Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, multiple sites",76194,SNOMED,1970-01-01,2099-12-31,
496,0,icd9,"Chronic airway obstruction, not elsewhere classified",255573,SNOMED,1970-01-01,2099-12-31,
99731,0,icd9,Ventilator associated pneumonia,259992,SNOMED,1970-01-01,2099-12-31,
4531,0,icd9,Thrombophlebitis migrans,439838,SNOMED,1970-01-01,2099-12-31,
78559,0,icd9,Other shock without mention of trauma,37312594,SNOMED,1970-01-01,2099-12-31,
45829,0,icd9,Other iatrogenic hypotension,443447,SNOMED,1970-01-01,2099-12-31,
78603,0,icd9,Apnea,321689,SNOMED,1970-01-01,2099-12-31,
6191,0,icd9,"Digestive-genital tract fistula, female",199066,SNOMED,1970-01-01,2099-12-31,
07054,0,icd9,Chronic hepatitis C without mention of hepatic coma,763021,SNOMED,1970-01-01,2099-12-31,
04102,0,icd9,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group B",4143698,SNOMED,1970-01-01,2099-12-31,
03819,0,icd9,Other staphylococcal septicemia,435459,SNOMED,1970-01-01,2099-12-31,
2753,0,icd9,Disorders of phosphorus metabolism,435788,SNOMED,1970-01-01,2099-12-31,
1965,0,icd9,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb,198707,SNOMED,1970-01-01,2099-12-31,
3481,0,icd9,Anoxic brain damage,377845,SNOMED,1970-01-01,2099-12-31,
40390,0,icd9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",44784640,SNOMED,1970-01-01,2099-12-31,
79029,0,icd9,Other abnormal glucose,4038818,SNOMED,1970-01-01,2099-12-31,
43811,0,icd9,"Late effects of cerebrovascular disease, aphasia",434056,SNOMED,1970-01-01,2099-12-31,
71590,0,icd9,"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",75617,SNOMED,1970-01-01,2099-12-31,
99811,0,icd9,Hemorrhage complicating a procedure,4002836,SNOMED,1970-01-01,2099-12-31,
27542,0,icd9,Hypercalcemia,435511,SNOMED,1970-01-01,2099-12-31,
V1083,0,icd9,Personal history of other malignant neoplasm of skin,4155297,SNOMED,1970-01-01,2099-12-31,
57471,0,icd9,"Calculus of gallbladder and bile duct with other cholecystitis, with obstruction",763023,SNOMED,1970-01-01,2099-12-31,
6826,0,icd9,"Cellulitis and abscess of leg, except foot",4113790,SNOMED,1970-01-01,2099-12-31,
5070,0,icd9,Pneumonitis due to inhalation of food or vomitus,442297,SNOMED,1970-01-01,2099-12-31,
0383,0,icd9,Septicemia due to anaerobes,4319914,SNOMED,1970-01-01,2099-12-31,
34830,0,icd9,"Encephalopathy, unspecified",372887,SNOMED,1970-01-01,2099-12-31,
7907,0,icd9,Bacteremia,132736,SNOMED,1970-01-01,2099-12-31,
07070,0,icd9,Unspecified viral hepatitis C without hepatic coma,193693,SNOMED,1970-01-01,2099-12-31,
2768,0,icd9,Hypopotassemia,437833,SNOMED,1970-01-01,2099-12-31,
70720,0,icd9,"Pressure ulcer, unspecified stage",37160747,SNOMED,1970-01-01,2099-12-31,
5750,0,icd9,Acute cholecystitis,198809,SNOMED,1970-01-01,2099-12-31,
34831,0,icd9,Metabolic encephalopathy,372892,SNOMED,1970-01-01,2099-12-31,
45340,0,icd9,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,443537,SNOMED,1970-01-01,2099-12-31,
27739,0,icd9,Other amyloidosis,4047607,SNOMED,1970-01-01,2099-12-31,
99812,0,icd9,Hematoma complicating a procedure,4178811,SNOMED,1970-01-01,2099-12-31,
V1201,0,icd9,Personal history of tuberculosis,4123592,SNOMED,1970-01-01,2099-12-31,
79092,0,icd9,Abnormal coagulation profile,4038797,SNOMED,1970-01-01,2099-12-31,
1966,0,icd9,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,4131428,SNOMED,1970-01-01,2099-12-31,
70721,0,icd9,"Pressure ulcer, stage I",37160747,SNOMED,1970-01-01,2099-12-31,
5109,0,icd9,Empyema without mention of fistula,261327,SNOMED,1970-01-01,2099-12-31,
03840,0,icd9,"Septicemia due to gram-negative organism, unspecified",4155957,SNOMED,1970-01-01,2099-12-31,
27788,0,icd9,Tumor lysis syndrome,4079687,SNOMED,1970-01-01,2099-12-31,
42843,0,icd9,Acute on chronic combined systolic and diastolic heart failure,44782733,SNOMED,1970-01-01,2099-12-31,
3484,0,icd9,Compression of brain,377550,SNOMED,1970-01-01,2099-12-31,
04104,0,icd9,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group D [Enterococcus]",40492322,SNOMED,1970-01-01,2099-12-31,
40391,0,icd9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",44784640,SNOMED,1970-01-01,2099-12-31,
79094,0,icd9,Euthyroid sick syndrome,137991,SNOMED,1970-01-01,2099-12-31,
5754,0,icd9,Perforation of gallbladder,196469,SNOMED,1970-01-01,2099-12-31,
6930,0,icd9,Dermatitis due to drugs and medicines taken internally,37016350,SNOMED,1970-01-01,2099-12-31,
70722,0,icd9,"Pressure ulcer, stage II",37160747,SNOMED,1970-01-01,2099-12-31,
99813,0,icd9,Seroma complicating a procedure,442019,SNOMED,1970-01-01,2099-12-31,
79902,0,icd9,Hypoxemia,437390,SNOMED,1970-01-01,2099-12-31,
3485,0,icd9,Cerebral edema,376690,SNOMED,1970-01-01,2099-12-31,
27800,0,icd9,"Obesity, unspecified",433736,SNOMED,1970-01-01,2099-12-31,
5761,0,icd9,Cholangitis,195856,SNOMED,1970-01-01,2099-12-31,
78791,0,icd9,Diarrhea,196523,SNOMED,1970-01-01,2099-12-31,
431,0,icd9,Intracerebral hemorrhage,376713,SNOMED,1970-01-01,2099-12-31,
03842,0,icd9,Septicemia due to escherichia coli [E. coli],4100103,SNOMED,1970-01-01,2099-12-31,
1970,0,icd9,Secondary malignant neoplasm of lung,258369,SNOMED,1970-01-01,2099-12-31,
70703,0,icd9,"Pressure ulcer, lower back",37173235,SNOMED,1970-01-01,2099-12-31,
27801,0,icd9,Morbid obesity,434005,SNOMED,1970-01-01,2099-12-31,
70723,0,icd9,"Pressure ulcer, stage III",37160747,SNOMED,1970-01-01,2099-12-31,
51189,0,icd9,"Other specified forms of effusion, except tuberculous",40490395,SNOMED,1970-01-01,2099-12-31,
3453,0,icd9,Grand mal status,373748,SNOMED,1970-01-01,2099-12-31,
V1005,0,icd9,Personal history of malignant neoplasm of large intestine,4246125,SNOMED,1970-01-01,2099-12-31,
0416,0,icd9,Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site,4094504,SNOMED,1970-01-01,2099-12-31,
45341,0,icd9,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity,443537,SNOMED,1970-01-01,2099-12-31,
70705,0,icd9,"Pressure ulcer, buttock",200485,SNOMED,1970-01-01,2099-12-31,
5989,0,icd9,"Urethral stricture, unspecified",195590,SNOMED,1970-01-01,2099-12-31,
27650,0,icd9,"Volume depletion, unspecified",37311264,SNOMED,1970-01-01,2099-12-31,
78820,0,icd9,"Retention of urine, unspecified",192450,SNOMED,1970-01-01,2099-12-31,
5119,0,icd9,Unspecified pleural effusion,254061,SNOMED,1970-01-01,2099-12-31,
7211,0,icd9,Cervical spondylosis with myelopathy,141941,SNOMED,1970-01-01,2099-12-31,
70706,0,icd9,"Pressure ulcer, ankle",4171556,SNOMED,1970-01-01,2099-12-31,
1972,0,icd9,Secondary malignant neoplasm of pleura,78093,SNOMED,1970-01-01,2099-12-31,
27651,0,icd9,Dehydration,435796,SNOMED,1970-01-01,2099-12-31,
41001,0,icd9,"Acute myocardial infarction of anterolateral wall, initial episode of care",438438,SNOMED,1970-01-01,2099-12-31,
56949,0,icd9,Other specified disorders of rectum and anus,200773,SNOMED,1970-01-01,2099-12-31,
27652,0,icd9,Hypovolemia,37311319,SNOMED,1970-01-01,2099-12-31,
70707,0,icd9,"Pressure ulcer, heel",37171507,SNOMED,1970-01-01,2099-12-31,
78900,0,icd9,"Abdominal pain, unspecified site",4128083,SNOMED,1970-01-01,2099-12-31,
04111,0,icd9,Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site,40481816,SNOMED,1970-01-01,2099-12-31,
9982,0,icd9,"Accidental puncture or laceration during a procedure, not elsewhere classified",4054926,SNOMED,1970-01-01,2099-12-31,
2767,0,icd9,Hyperpotassemia,434610,SNOMED,1970-01-01,2099-12-31,
5990,0,icd9,"Urinary tract infection, site not specified",81902,SNOMED,1970-01-01,2099-12-31,
V1011,0,icd9,Personal history of malignant neoplasm of bronchus and lung,35610239,SNOMED,1970-01-01,2099-12-31,
48283,0,icd9,Pneumonia due to other gram-negative bacteria,258180,SNOMED,1970-01-01,2099-12-31,
78959,0,icd9,Other ascites,200528,SNOMED,1970-01-01,2099-12-31,
70712,0,icd9,Ulcer of calf,4116485,SNOMED,1970-01-01,2099-12-31,
43310,0,icd9,Occlusion and stenosis of carotid artery without mention of cerebral infarction,765774,SNOMED,1970-01-01,2099-12-31,
7213,0,icd9,Lumbosacral spondylosis without myelopathy,80813,SNOMED,1970-01-01,2099-12-31,
34570,0,icd9,"Epilepsia partialis continua, without mention of intractable epilepsy",762832,SNOMED,1970-01-01,2099-12-31,
45381,0,icd9,Acute venous embolism and thrombosis of superficial veins of upper extremity,44782760,SNOMED,1970-01-01,2099-12-31,
0417,0,icd9,Pseudomonas infection in conditions classified elsewhere and of unspecified site,438064,SNOMED,1970-01-01,2099-12-31,
56969,0,icd9,Other colostomy and enterostomy complication,45757072,SNOMED,1970-01-01,2099-12-31,
7802,0,icd9,Syncope and collapse,4206148,SNOMED,1970-01-01,2099-12-31,
2555,0,icd9,Other adrenal hypofunction,4035127,SNOMED,1970-01-01,2099-12-31,
1975,0,icd9,Secondary malignant neoplasm of large intestine and rectum,4246125,SNOMED,1970-01-01,2099-12-31,
3320,0,icd9,Paralysis agitans,381270,SNOMED,1970-01-01,2099-12-31,
4830,0,icd9,Pneumonia due to mycoplasma pneumoniae,4051332,SNOMED,1970-01-01,2099-12-31,
70714,0,icd9,Ulcer of heel and midfoot,46269765,SNOMED,1970-01-01,2099-12-31,
59960,0,icd9,"Urinary obstruction, unspecified",194406,SNOMED,1970-01-01,2099-12-31,
04182,0,icd9,Bacteroides fragilis,40478938,SNOMED,1970-01-01,2099-12-31,
78039,0,icd9,Other convulsions,377091,SNOMED,1970-01-01,2099-12-31,
72400,0,icd9,"Spinal stenosis, unspecified region",77079,SNOMED,1970-01-01,2099-12-31,
41041,0,icd9,"Acute myocardial infarction of other inferior wall, initial episode of care",438170,SNOMED,1970-01-01,2099-12-31,
43401,0,icd9,Cerebral thrombosis with cerebral infarction,762938,SNOMED,1970-01-01,2099-12-31,
59970,0,icd9,"Hematuria, unspecified",4159136,SNOMED,1970-01-01,2099-12-31,
261,0,icd9,Nutritional marasmus,440370,SNOMED,1970-01-01,2099-12-31,
33385,0,icd9,Subacute dyskinesia due to drugs,43531604,SNOMED,1970-01-01,2099-12-31,
V103,0,icd9,Personal history of malignant neoplasm of breast,4112853,SNOMED,1970-01-01,2099-12-31,
486,0,icd9,"Pneumonia, organism unspecified",4168494,SNOMED,1970-01-01,2099-12-31,
9992,0,icd9,"Other vascular complications of medical care, not elsewhere classified",197444,SNOMED,1970-01-01,2099-12-31,
78057,0,icd9,Unspecified sleep apnea,313459,SNOMED,1970-01-01,2099-12-31,
725,0,icd9,Polymyalgia rheumatica,255348,SNOMED,1970-01-01,2099-12-31,
34590,0,icd9,"Epilepsy, unspecified, without mention of intractable epilepsy",763309,SNOMED,1970-01-01,2099-12-31,
59971,0,icd9,Gross hematuria,75004,SNOMED,1970-01-01,2099-12-31,
0543,0,icd9,Herpetic meningoencephalitis,380941,SNOMED,1970-01-01,2099-12-31,
99591,0,icd9,Sepsis,132797,SNOMED,1970-01-01,2099-12-31,
56981,0,icd9,"Fistula of intestine, excluding rectum and anus",196160,SNOMED,1970-01-01,2099-12-31,
3361,0,icd9,Vascular myelopathies,136960,SNOMED,1970-01-01,2099-12-31,
04112,0,icd9,Methicillin resistant Staphylococcus aureus in conditions classified elsewhere and of unspecified site,440940,SNOMED,1970-01-01,2099-12-31,
71615,0,icd9,"Traumatic arthropathy, pelvic region and thigh",81659,SNOMED,1970-01-01,2099-12-31,
78060,0,icd9,"Fever, unspecified",437663,SNOMED,1970-01-01,2099-12-31,
1976,0,icd9,Secondary malignant neoplasm of retroperitoneum and peritoneum,4089665,SNOMED,1970-01-01,2099-12-31,
99592,0,icd9,Severe sepsis,37394658,SNOMED,1970-01-01,2099-12-31,
2639,0,icd9,Unspecified protein-calorie malnutrition,433163,SNOMED,1970-01-01,2099-12-31,
490,0,icd9,"Bronchitis, not specified as acute or chronic",260139,SNOMED,1970-01-01,2099-12-31,
43889,0,icd9,Other late effects of cerebrovascular disease,434056,SNOMED,1970-01-01,2099-12-31,
33829,0,icd9,Other chronic pain,436096,SNOMED,1970-01-01,2099-12-31,
41071,0,icd9,"Subendocardial infarction, initial episode of care",444406,SNOMED,1970-01-01,2099-12-31,
34591,0,icd9,"Epilepsy, unspecified, with intractable epilepsy",763039,SNOMED,1970-01-01,2099-12-31,
71690,0,icd9,"Arthropathy, unspecified, site unspecified",73553,SNOMED,1970-01-01,2099-12-31,
72989,0,icd9,Other musculoskeletal symptoms referable to limbs,440981,SNOMED,1970-01-01,2099-12-31,
V1041,0,icd9,Personal history of malignant neoplasm of cervix uteri,198984,SNOMED,1970-01-01,2099-12-31,
7810,0,icd9,Abnormal involuntary movements,4143065,SNOMED,1970-01-01,2099-12-31,
2689,0,icd9,Unspecified vitamin D deficiency,436070,SNOMED,1970-01-01,2099-12-31,
56985,0,icd9,Angiodysplasia of intestine with hemorrhage,45757654,SNOMED,1970-01-01,2099-12-31,
340,0,icd9,Multiple sclerosis,374919,SNOMED,1970-01-01,2099-12-31,
37230,0,icd9,"Conjunctivitis, unspecified",379019,SNOMED,1970-01-01,2099-12-31,
1508,0,icd9,Malignant neoplasm of other specified part of esophagus,4181343,SNOMED,1970-01-01,2099-12-31,
1977,0,icd9,"Malignant neoplasm of liver, secondary",4246127,SNOMED,1970-01-01,2099-12-31,
35782,0,icd9,Critical illness polyneuropathy,374032,SNOMED,1970-01-01,2099-12-31,
71940,0,icd9,"Pain in joint, site unspecified",72404,SNOMED,1970-01-01,2099-12-31,
2720,0,icd9,Pure hypercholesterolemia,437827,SNOMED,1970-01-01,2099-12-31,
37410,0,icd9,"Ectropion, unspecified",376132,SNOMED,1970-01-01,2099-12-31,
49121,0,icd9,Obstructive chronic bronchitis with (acute) exacerbation,46270376,SNOMED,1970-01-01,2099-12-31,
99631,0,icd9,Mechanical complication due to urethral (indwelling) catheter,194847,SNOMED,1970-01-01,2099-12-31,
41519,0,icd9,Other pulmonary embolism and infarction,43530605,SNOMED,1970-01-01,2099-12-31,
34290,0,icd9,"Hemiplegia, unspecified, affecting unspecified side",374022,SNOMED,1970-01-01,2099-12-31,
V1272,0,icd9,Personal history of colonic polyps,4285898,SNOMED,1970-01-01,2099-12-31,
44020,0,icd9,"Atherosclerosis of native arteries of the extremities, unspecified",315558,SNOMED,1970-01-01,2099-12-31,
71946,0,icd9,"Pain in joint, lower leg",37167238,SNOMED,1970-01-01,2099-12-31,
0413,0,icd9,Friedl?nder's bacillus infection in conditions classified elsewhere and of unspecified site,436339,SNOMED,1970-01-01,2099-12-31,
7821,0,icd9,Rash and other nonspecific skin eruption,140214,SNOMED,1970-01-01,2099-12-31,
37950,0,icd9,"Nystagmus, unspecified",378165,SNOMED,1970-01-01,2099-12-31,
570,0,icd9,Acute and subacute necrosis of liver,4059280,SNOMED,1970-01-01,2099-12-31,
1510,0,icd9,Malignant neoplasm of cardia,4094856,SNOMED,1970-01-01,2099-12-31,
1570,0,icd9,Malignant neoplasm of head of pancreas,440649,SNOMED,1970-01-01,2099-12-31,
7823,0,icd9,Edema,433595,SNOMED,1970-01-01,2099-12-31,
2721,0,icd9,Pure hyperglyceridemia,440360,SNOMED,1970-01-01,2099-12-31,
60000,0,icd9,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS),45772671,SNOMED,1970-01-01,2099-12-31,
34400,0,icd9,"Quadriplegia, unspecified",374914,SNOMED,1970-01-01,2099-12-31,
36250,0,icd9,"Macular degeneration (senile), unspecified",374028,SNOMED,1970-01-01,2099-12-31,
1120,0,icd9,Candidiasis of mouth,29735,SNOMED,1970-01-01,2099-12-31,
4160,0,icd9,Primary pulmonary hypertension,4119611,SNOMED,1970-01-01,2099-12-31,
7837,0,icd9,Adult failure to thrive,438567,SNOMED,1970-01-01,2099-12-31,
6039,0,icd9,"Hydrocele, unspecified",72404,SNOMED,1970-01-01,2099-12-31,
5711,0,icd9,Acute alcoholic hepatitis,201343,SNOMED,1970-01-01,2099-12-31,
2724,0,icd9,Other and unspecified hyperlipidemia,432867,SNOMED,1970-01-01,2099-12-31,
34401,0,icd9,"Quadriplegia, C1-C4, complete",40480416,SNOMED,1970-01-01,2099-12-31,
3659,0,icd9,Unspecified glaucoma,437541,SNOMED,1970-01-01,2099-12-31,
V1301,0,icd9,Personal history of urinary calculi,4319447,SNOMED,1970-01-01,2099-12-31,
47833,0,icd9,"Bilateral paralysis of vocal cords or larynx, partial",260130,SNOMED,1970-01-01,2099-12-31,
1622,0,icd9,Malignant neoplasm of main bronchus,4157333,SNOMED,1970-01-01,2099-12-31,
7850,0,icd9,"Tachycardia, unspecified",444070,SNOMED,1970-01-01,2099-12-31,
1539,0,icd9,"Malignant neoplasm of colon, unspecified site",4180790,SNOMED,1970-01-01,2099-12-31,
3962,0,icd9,Mitral valve insufficiency and aortic valve stenosis,4304541,SNOMED,1970-01-01,2099-12-31,
3441,0,icd9,Paraplegia,192606,SNOMED,1970-01-01,2099-12-31,
60490,0,icd9,"Orchitis and epididymitis, unspecified",78193,SNOMED,1970-01-01,2099-12-31,
3669,0,icd9,Unspecified cataract,4001501,SNOMED,1970-01-01,2099-12-31,
44031,0,icd9,Atherosclerosis of autologous vein bypass graft of the extremities,40484541,SNOMED,1970-01-01,2099-12-31,
5712,0,icd9,Alcoholic cirrhosis of liver,196463,SNOMED,1970-01-01,2099-12-31,
41400,0,icd9,"Coronary atherosclerosis of unspecified type of vessel, native or graft",40481919,SNOMED,1970-01-01,2099-12-31,
1122,0,icd9,Candidiasis of other urogenital sites,80951,SNOMED,1970-01-01,2099-12-31,
4168,0,icd9,Other chronic pulmonary heart diseases,4195892,SNOMED,1970-01-01,2099-12-31,
73300,0,icd9,"Osteoporosis, unspecified",80502,SNOMED,1970-01-01,2099-12-31,
99659,0,icd9,"Mechanical complication due to other implant and internal device, not elsewhere classified",43021254,SNOMED,1970-01-01,2099-12-31,
1541,0,icd9,Malignant neoplasm of rectum,37168850,SNOMED,1970-01-01,2099-12-31,
37000,0,icd9,"Corneal ulcer, unspecified",373202,SNOMED,1970-01-01,2099-12-31,
4233,0,icd9,Cardiac tamponade,318450,SNOMED,1970-01-01,2099-12-31,
V1302,0,icd9,"Personal history, urinary (tract) infection",81902,SNOMED,1970-01-01,2099-12-31,
1124,0,icd9,Candidiasis of lung,260041,SNOMED,1970-01-01,2099-12-31,
2738,0,icd9,Other disorders of plasma protein metabolism,45770886,SNOMED,1970-01-01,2099-12-31,
3963,0,icd9,Mitral valve insufficiency and aortic valve insufficiency,315564,SNOMED,1970-01-01,2099-12-31,
1623,0,icd9,"Malignant neoplasm of upper lobe, bronchus or lung",4151250,SNOMED,1970-01-01,2099-12-31,
48241,0,icd9,Methicillin susceptible pneumonia due to Staphylococcus aureus,46274035,SNOMED,1970-01-01,2099-12-31,
34982,0,icd9,Toxic encephalopathy,373764,SNOMED,1970-01-01,2099-12-31,
30393,0,icd9,"Other and unspecified alcohol dependence, in remission",435243,SNOMED,1970-01-01,2099-12-31,
73689,0,icd9,Other acquired deformity of other parts of limb,133857,SNOMED,1970-01-01,2099-12-31,
41401,0,icd9,Coronary atherosclerosis of native coronary artery,40481919,SNOMED,1970-01-01,2099-12-31,
5715,0,icd9,Cirrhosis of liver without mention of alcohol,196463,SNOMED,1970-01-01,2099-12-31,
3510,0,icd9,Bell's palsy,374923,SNOMED,1970-01-01,2099-12-31,
1179,0,icd9,Other and unspecified mycoses,433701,SNOMED,1970-01-01,2099-12-31,
41072,0,icd9,"Subendocardial infarction, subsequent episode of care",4108217,SNOMED,1970-01-01,2099-12-31,
4414,0,icd9,Abdominal aneurysm without mention of rupture,321314,SNOMED,1970-01-01,2099-12-31,
1561,0,icd9,Malignant neoplasm of extrahepatic bile ducts,40486896,SNOMED,1970-01-01,2099-12-31,
29181,0,icd9,Alcohol withdrawal,375519,SNOMED,1970-01-01,2099-12-31,
53642,0,icd9,Mechanical complication of gastrostomy,45757473,SNOMED,1970-01-01,2099-12-31,
30401,0,icd9,"Opioid type dependence, continuous",440693,SNOMED,1970-01-01,2099-12-31,
